genre,nb_films_in_genre,nb_names_in_genre,nb_names_signi_in_genre,prop_names_signi_in_genre_per_total_film_in_genre,prop_signif_per_genre,is_na_sum,prop_non_signi,prop_nan,avg_slope_change_significant,se_slope_change_significant,avg_mag_slope_change_significant,se_mag_slope_change_significant,avg_slope_change_global
Detective,1711.0,1711.0,160.0,0.09351256575102279,0.09351256575102279,0.0,0.760958503798948,0.1455289304500292,0.0015212997085320736,0.0029864729317067456,0.021081192530349367,0.0024776002099064615,2.9342364058447195e-05
Drama,96748.0,96748.0,9552.0,0.09873072311572333,0.09873072311572333,0.0,0.7773080580477115,0.12396121883656509,0.0020865561734055185,0.00025651150724032083,0.013671972693284316,0.00021606242044160982,0.00017347724335431435
Family Drama,4386.0,4386.0,454.0,0.10351117191062471,0.10351117191062471,0.0,0.7961696306429549,0.10031919744642043,0.0006936347384070613,0.0013812741714785677,0.01510469022564091,0.001185467995537827,0.00012093620265061613
Family Film,14269.0,14269.0,1306.0,0.09152708669142898,0.09152708669142898,0.0,0.7641040016819679,0.14436891162660312,-0.0003630715083406533,0.0006873376799503522,0.012831429532189808,0.0005885311377781221,-1.0602994427073618e-05
Fantasy,12113.0,12113.0,1187.0,0.09799389086105836,0.09799389086105836,0.0,0.7469660695120944,0.15504003962684718,0.0016846722388370171,0.0005921972122801213,0.011283866459056534,0.0004957149933810501,0.00017776962920487176
Film adaptation,9682.0,9682.0,1034.0,0.10679611650485436,0.10679611650485436,0.0,0.776389175790126,0.11681470770501963,0.0034993135969612747,0.0007464110034210187,0.013302051481414591,0.000630627829733692,0.00040132430457775673
Horror,15360.0,15360.0,1782.0,0.116015625,0.116015625,0.0,0.7768880208333333,0.10709635416666667,0.0029888133218765323,0.0006530035770243996,0.01470390963892597,0.0005568070901286302,0.00033533072609671195
Indie,18280.0,18280.0,2059.0,0.11263676148796499,0.11263676148796499,0.0,0.7895514223194748,0.09781181619256017,0.002402569252711246,0.0004315155397895815,0.011598783390386927,0.00035162527912400944,0.00032521305159613034
Melodrama,1834.0,1834.0,194.0,0.10577971646673937,0.10577971646673937,0.0,0.7911668484187568,0.10305343511450382,0.0015845562898726775,0.0019771820269884853,0.01591127927271883,0.00161570501901644,-0.0003015634078297493
Musical,11843.0,11843.0,940.0,0.0793717807987841,0.0793717807987841,0.0,0.7677108840665372,0.1529173351346787,0.002106990360731132,0.0008647191559332083,0.014092400796775872,0.0007355065879082376,6.357747327526637e-05
Mystery,14546.0,14546.0,1493.0,0.10263990100371236,0.10263990100371236,0.0,0.7788395435171181,0.11852055547916954,0.0012133392150346252,0.000726146515455968,0.015495199751790383,0.0006060938361765784,0.00011920942176099274
Parody,4813.0,4813.0,459.0,0.09536671514647829,0.09536671514647829,0.0,0.7760232703095782,0.1286100145439435,0.0016378637031062124,0.0010033667786860285,0.012161873690621088,0.0008304528498938568,0.00013631352178378653
Period piece,10987.0,10987.0,1075.0,0.09784290525166106,0.09784290525166106,0.0,0.7801037589878947,0.12205333576044416,0.0019188577070177082,0.0006057693709480583,0.011446272215772506,0.0004983923701992857,0.0002586438775660306
Political drama,3504.0,3504.0,354.0,0.10102739726027397,0.10102739726027397,0.0,0.7851027397260274,0.11386986301369863,0.00160089067863535,0.0012557521174682423,0.012635061262606,0.0010639182767780303,0.00022504215978233992
Psychological thriller,6445.0,6445.0,792.0,0.12288595810705974,0.12288595810705974,0.0,0.7787432117920869,0.09837083010085337,0.0012334713927090947,0.0010297323899543724,0.01564456149683028,0.0008676697974516572,0.00011759150768046413
Romance Film,37858.0,37858.0,3941.0,0.1040995298219663,0.1040995298219663,0.0,0.7864652121084051,0.10943525806962862,0.002036911844553626,0.0004442054589014878,0.014012424984622966,0.0003854049901688062,0.00027403270861482286
Romantic comedy,13404.0,13404.0,1565.0,0.11675619218143837,0.11675619218143837,0.0,0.7995374515070128,0.0837063563115488,0.0023812172517697007,0.0007240995849528395,0.01396109433364143,0.0006350759904649157,0.00040648662774616436
Romantic drama,13467.0,13467.0,1365.0,0.10135887725551347,0.10135887725551347,0.0,0.7866636964431574,0.11197742630132917,0.002337112377651362,0.0006163943353415594,0.01221783481331472,0.0005239340966137639,0.00020656525915484656
Satire,2854.0,2854.0,269.0,0.09425367904695164,0.09425367904695164,0.0,0.786615276804485,0.11913104414856342,0.002647350071036708,0.0014215210466984878,0.012814463791757132,0.0011975589276495729,0.00024071053965300167
Science Fiction,12182.0,12182.0,1217.0,0.09990149400755213,0.09990149400755213,0.0,0.7584140535215892,0.14168445247085865,0.0032429966855655325,0.0006450255252445222,0.012458126661832778,0.0005450423603559331,0.00029540002099750747
Short Film,3350.0,3350.0,240.0,0.07164179104477612,0.07164179104477612,0.0,0.7298507462686568,0.19850746268656716,-0.0005864686930404833,0.0021772178800089944,0.01764134682427334,0.0018546032262892014,-4.683228231194268e-05
Sports,4657.0,4657.0,457.0,0.09813184453510844,0.09813184453510844,0.0,0.8013742752845179,0.10049388018037363,0.0009962438251471238,0.0011085535543453858,0.01253194874470357,0.00094162635832028,0.00012064345259320951
Spy,1905.0,1905.0,177.0,0.09291338582677165,0.09291338582677165,0.0,0.7611548556430446,0.14593175853018373,0.0008046048233027139,0.002097853496213863,0.01658573903842627,0.001685726786859051,-4.5923001904093556e-05
Suspense,4320.0,4320.0,554.0,0.12824074074074074,0.12824074074074074,0.0,0.7627314814814815,0.10902777777777778,-0.0019278786960192724,0.0013983592334854786,0.01713007845994759,0.0011964519987597952,-0.0002505036194946515
Thriller,40136.0,40136.0,4340.0,0.10813235000996611,0.10813235000996611,0.0,0.7787771576639426,0.1130904923260913,0.002016489915180173,0.0003685395306378545,0.013491536903745655,0.00030790973012060453,0.0002129813188523435
War film,7340.0,7340.0,652.0,0.0888283378746594,0.0888283378746594,0.0,0.7479564032697548,0.16321525885558583,0.0016643632772231347,0.0011208629115448216,0.0152136250465847,0.0009513422766802498,4.472596740444885e-05
Western,4999.0,4999.0,501.0,0.10022004400880176,0.10022004400880176,0.0,0.744748949789958,0.15503100620124025,-0.0006455840280018804,0.001661622618522104,0.02006287379397223,0.0013988514839370764,-0.00028596797005403605
World cinema,15344.0,15344.0,945.0,0.061587591240875914,0.061587591240875914,0.0,0.7845411887382691,0.15387122002085507,0.0007957833478612027,0.0006395970256831727,0.009444599422350482,0.0005614830206468401,-4.9973653877149424e-05
