wiki_ID,mov_name,year,month,revenue,numVotes,averageRating
196176,Straw Dogs,1971,11,11148828.0,63471,7.4
34454683,"Agent 3S3, Massacre in the Sun",1966,5,,81,5.3
9944484,The Battle of Algiers,1966,9,,64033,8.1
33872851,The Lone Wolf Meets a Lady,1940,5,,413,6.4
34702021,Chino,1991,,,94,8.4
3513305,The Weavers: Wasn't That a Time!,1982,3,,219,8.4
2509881,Critters 3,1991,,,12964,4.4
19569910,Time of Eve,2010,3,,1414,7.8
12832450,Cipher in the snow,1974,,,171,7.1
13091003,Kibera Kid,2006,8,,47,8.2
28742538,City Beneath the Sea,1971,1,,738,5.1
12409066,Kasak,2005,,,70,4.6
30437887,Thiruthalvaadi,1992,,,45,6.6
26137128,The Bone Snatcher,2003,12,,2772,4.4
23445121,No Impact Man: The Documentary,2009,9,,1577,6.6
15739559,The Third Eye,1920,5,,12,4.6
34470083,Rollo and the Spirit of the Woods,2001,12,,1165,6.2
16304395,Enemy Territory,1987,5,,950,6.2
748616,"Spring, Summer, Fall, Winter... and Spring",2003,8,9524745.0,85724,8.0
36151270,Agneekaal,1990,10,,35,5.1
31505444,Blockade,1938,6,665523.0,617,5.6
336846,Grease,1978,6,394589888.0,293275,7.2
27463222,Vanishing on 7th Street,2010,9,,27037,4.9
22256486,A Hundred and One Nights,1995,1,,1765,6.5
3179118,I Clowns,1971,8,,2874,7.0
3249964,House by the River,1950,3,,3942,7.1
21906878,Pedro Páramo,1967,1,,355,7.1
142911,Thunderbolt,1910,11,,52,5.6
15007384,Le Grand jeu,1934,5,,421,7.2
31751930,Chanakya Chandragupta,1977,,,70,7.5
23968563,Open All Night,1934,,,55,6.0
11692389,The Snow Queen,2005,12,,434,5.9
31256008,Tesha,1928,,,6,6.8
2316181,El derecho de nacer,1951,,,67,6.8
6330031,Annie Laurie,1927,,,426,6.5
8366514,Susan and God,1940,6,,1404,5.9
3829646,What Have I Done To Deserve This?,1984,10,,10898,7.1
29146560,The Nut,1921,3,,291,6.5
3310726,Yolanda and the Thief,1945,11,,1089,5.9
20119316,Eoudong,1985,9,,54,5.7
27874961,The Iron Rose,1973,,,2228,6.0
3033993,Becoming Jane,2007,3,37311672.0,64250,7.0
1588008,Heidi Fleiss: Hollywood Madam,1995,12,,832,6.6
13291849,True Heart,1997,,,1146,5.1
12491178,A Broken Life,2007,,,347,4.9
5696825,The Dark Half,1993,4,,18917,6.0
6795113,Rettai Jadai Vayasu,1997,,,154,5.1
30173306,Ab Insaf Hoga,1995,1,,43,5.1
30405742,Plug & Pray,2010,,,151,7.1
32852698,Sinners in the Sun,1932,,,360,6.0
32417200,André and Ursula,1955,9,,12,6.0
103021,Midnight Express,1978,8,35000000.0,86482,7.5
21793185,Az Életbe táncoltatott leány,1964,,,17,5.4
24011583,In the Name of the Fatherland,1943,7,,69,6.8
33144131,Fly Away,2010,,,374,6.3
1940449,RoboCop 3,1993,11,10600000.0,52932,4.1
18496109,The Stranger,2000,,,80,6.5
5261530,Carter’s Army,1970,,,585,5.2
5384210,Gagamboy,2004,,,139,5.6
6795107,Aval Varuvala,1998,5,,330,6.2
2174795,Improper Conduct,1984,,,125,7.9
30109815,Rogues' Regiment,1948,9,,193,6.5
73842,Gertie the Dinosaur,1914,9,,3569,7.1
20433908,Adhikar,1971,,,31,5.4
29551629,Tradition is a Temple,2011,,,12,7.5
27365295,Hell Boats,1970,3,,511,5.5
6703617,The Forbidden Kingdom,2008,4,127906624.0,108596,6.5
14294670,Heart of the Storm,2004,,,332,4.6
22466518,There It Is,1928,1,,456,7.0
20545821,Burning Down Tomorrow,1990,,,14,8.0
6367133,Behind the Mask,2006,3,,193,7.6
21737016,Eagle's Wing,1979,,,892,5.9
19389755,Asylum Seekers,2009,,,1025,4.4
29174042,Toll Booth,2010,10,,4495,6.4
29851917,Jungle Bride,1933,1,,223,5.0
362719,Superman,1978,12,300218018.0,183947,7.4
30353952,Hababam Sınıfı Tatilde,1977,1,,18551,8.6
2870618,Boy called Twist,2004,,,164,6.5
21271533,Bleeder,1999,8,,8886,6.8
18821340,Yatrik,1952,,,15,8.8
16055450,If They Tell You I Fell,1989,,,442,5.5
22308889,Ken Russell's Fall of the Louse of Usher,2002,2,,364,4.3
17486320,Blue Pullman,1960,,,60,8.0
7696753,Lord of the Flies,1963,8,,20059,6.9
28327554,The Gamblers,1970,,,34,6.2
17379289,Without Warning,1980,11,,4530,5.1
23066641,Rhodes of Africa,1936,3,,216,5.7
13919299,The Devil’s Gift,1984,,,602,3.2
10705531,On the Beach,2000,,,4053,6.9
4459059,Trial and Error,1997,5,14598571.0,7746,5.8
6471697,Ajooba,1991,4,,1415,5.2
413207,Taxi,1998,4,,87585,7.0
14886428,Johnny Smith and Poker-Huntas,1938,10,,148,6.0
34689049,A Song Goes Round the World,1933,5,,65,6.5
36542079,Peter schießt den Vogel ab,1959,5,,115,5.1
4069274,When Will I Be Loved,2004,9,,3517,4.4
1643787,From the Drain,1967,,,780,4.5
3681139,Necessary Roughness,1991,9,26255594.0,12734,6.2
35923481,L'Enquête Corse,2004,10,,4196,5.8
11013589,Der Mann im Pyjama,1981,,,49,6.5
26205476,Song of the Islands,1942,3,,278,6.2
33843262,A Friend Is a Treasure,1981,12,,12436,7.1
5685826,The Aviary,2005,6,,46,7.0
24234630,Midnight Phantom,1935,11,,213,4.5
5549065,Sweeney Todd: The Demon Barber of Fleet Street,2007,12,152523164.0,381559,7.3
14543900,Raju Chacha,2000,12,,2149,5.1
35567084,I AM.,2012,5,,148,7.1
14739568,Hula-La-La,1951,11,,306,7.0
37067980,The Lady from Peking,1975,11,,40,6.3
171058,Chaplin,1992,12,9493259.0,60821,7.5
2608958,Nothing to Lose,1997,7,44480039.0,48566,6.7
21618909,Barah Aana,2009,3,,1297,6.7
26624119,Beyond the Time Barrier,1960,7,,1911,5.3
6273971,"The Prophet, the Gold and the Transylvanians",1978,,,592,7.5
2546429,Friday the 13th: The Final Chapter,1984,4,32980880.0,57712,6.0
25947106,The Stoker,1932,6,,65,5.4
9916335,La Maestra enamorada,1961,,,9,7.3
2596816,Cipher Bureau,1938,10,,86,5.7
20553214,Mon Mane Na,2008,12,,334,4.7
14630761,Mona the Virgin Nymph,1970,,,195,4.3
34472259,Vášnivý bozk,1994,,,20,3.5
3927698,Il Cuore nel Pozzo,2005,2,,195,3.1
31686022,I'm Losing You,1998,9,13996.0,494,5.1
25753113,Wolves of the Deep,1959,6,,70,6.4
24416479,Beastmaster 2: Through the Portal of Time,1991,8,869235.0,3501,4.1
31021783,The Gangster,1947,11,,1039,6.5
14773122,Amy,1981,,,557,6.4
36166216,L'iguana dalla lingua di fuoco,1971,8,,979,5.4
1688879,In the Presence of a Clown,1997,11,,1018,6.9
12490207,Over the Rainbow,2002,5,2549834.0,419,7.0
20904045,Chala Murari Hero Banne,1977,,,74,7.0
29468997,The Plastics Inventor,1944,9,,509,7.1
2574970,Big Wars,1993,9,,228,5.5
14881706,The Enemy,1927,12,,123,7.6
29141182,Cruise for the Unknown One,1948,9,,16,6.5
32584198,Spiderhole,2010,,,1073,4.2
31613768,Hip hip hurra!,1987,9,,269,5.5
6170621,Herod's Law,1999,11,,6837,7.8
12380008,Range Feud,1931,12,,475,5.6
24053482,Daughters,1997,,,594,6.7
11252861,Akashdeep,1965,,,40,7.2
32345990,Ziddi,1964,,,53,7.1
3883051,National Lampoon's Class Reunion,1982,10,10054150.0,2364,4.6
20117139,Susanne Brink's Arirang,1991,9,,41,5.8
34530005,I Will Repay,1923,,,21,3.7
1033297,Resident Evil,2002,3,102441078.0,282940,6.6
21236198,Thief of Damascus,1952,4,,180,5.2
9105523,Picture Bride,1994,5,,1178,6.6
15737392,Black Rider,1993,,,1868,7.6
31025770,La Cabeza de Pancho Villa,1957,,,28,4.7
31155676,Anveshichu Kandethiyilla,1968,,,7,6.8
32400923,My Little Pony: Twinkle Wish Adventure,2009,10,,125,4.6
25393275,Kodama Simham,1990,,,431,7.1
12510319,Dragon Fight,1989,,,1083,5.9
17594419,Green Dolphin Street,1947,11,,1738,6.8
207680,Nell,1994,12,106683817.0,30328,6.5
36422018,The Battle Cry of Peace,1915,,,19,4.0
7489503,Keep in Style,1933,11,,128,5.9
27667647,Pelli Naati Pramanalu,1958,12,,17,7.4
1858682,Monkey Business,1952,,2000000.0,15253,6.9
33006259,The Teacher,1974,,,1087,4.7
15221045,Seoul Jesus,1986,3,,13,6.4
12802045,The Man with the Perfect Swing,1995,,,46,7.8
33559533,Dharma Seelan,1993,,,8,4.6
7235116,Someone to Watch Over Me,1987,10,10278549.0,11243,6.1
13723442,"Mabel, Fatty and the Law",1915,1,,229,5.1
24862266,Monsters Crash the Pajama Party,1965,,,350,4.7
5254729,I Could Never Be Your Woman,2007,5,9576495.0,19112,6.0
5007743,Ram Aur Shyam,1967,,,1017,7.2
22695715,The Incident,1978,6,,156,6.6
2051395,The Hallelujah Trail,1965,6,,4308,6.5
34858219,A Midsummer Night's Party,2009,7,,3316,5.4
15457461,My Baby is Black,1961,3,,113,4.9
19168185,9 Dead Gay Guys,2003,9,26377.0,1529,6.2
11943972,Allonsanfàn,1973,,,1173,7.1
24291753,The Careless Years,1957,9,,213,5.7
20648586,Stanley Kubrick's Boxes,2008,7,,1311,7.6
7447592,Mayerling,1936,2,,933,7.0
3865579,My Wild Irish Rose,1947,12,,430,6.3
14558212,The Spanish Jade,1922,4,,41,6.5
3959961,Atentat,1964,,,469,7.4
235331,Red Beard,1965,4,,20513,8.3
32494263,Amar Bondhu Rashed,2011,4,,3750,8.3
9560806,Sharpe's Siege,1996,5,,2173,7.9
27504492,Cyrano Agency,2010,9,17917697.0,1388,6.5
22697314,Inherit the Wind,1999,5,,1977,7.2
1249014,Knife in the Water,1962,3,,23146,7.4
18620635,The Impatient Patient,1942,9,,278,6.6
9879162,Gritos en la noche,1962,5,,1749,6.1
35516437,Aasegobba Meesegobba,1990,,,46,7.8
35785312,Amador,2010,10,,1036,6.7
20506905,Perrier's Bounty,2010,5,160430.0,7233,6.3
28360743,Fools Rush In,1949,5,,82,6.3
30624204,Salvage with a Smile,1940,,,29,6.1
28178412,Mamarazzi,2010,8,,24,5.5
30551885,Squibs,1935,,,59,5.7
20634623,George and Mildred,1980,,,742,5.8
15297854,CSNY Déjà Vu,2008,1,,479,7.0
35962988,Chhote Sarkar,1974,,,20,5.9
31915495,The Magic Sword,1901,,,183,6.2
13931033,O Homem Que Desafiou o Diabo,2007,9,,978,6.6
2172156,Kireedam,1989,,,8140,8.9
14109452,Crime Doctor,1943,6,,572,6.3
4783144,Suburban Girl,2007,,,7727,5.4
23454846,Is This Love?,2002,,,523,4.2
4058835,Boot Polish,1954,,,874,7.9
7583494,Ethan Mao,2004,11,,623,6.1
16183379,Fairytale of Kathmandu,2007,11,,67,7.4
24282238,Yamraaj,1998,7,,68,5.4
19314444,Heebee Jeebees,1927,11,,9,6.4
2642180,Kadosh,1999,6,,1935,6.9
24320836,The Shanghai Drama,1938,10,,123,6.5
12384049,College Coach,1933,11,,515,5.9
25019575,Tanging Yaman,2001,,,164,7.6
31251203,Indien,1995,,,3052,7.9
15858518,Anbe Vaa,1966,,,198,7.2
29016627,Some May Live,1967,,,70,5.7
33544694,Dhoom 3,2013,,,48311,5.4
6004372,Grace of My Heart,1996,9,617632.0,4020,6.7
4473622,Images,1972,12,,7541,7.1
20484431,City Out of Wilderness,1974,,,17,5.7
14840648,The Tear That Burned,1914,11,,41,6.8
3867110,How They Get There,1997,,,1162,7.1
10366326,God's Gift to Women,1931,,,440,5.1
1924820,The Seinfeld Chronicles,1989,,,6426,7.3
2093270,The Gorgon,1964,,,6590,6.4
22332882,The Prime of Miss Jean Brodie,1969,,,9680,7.6
11686007,Sioux City,1994,,,505,5.8
9384481,Count Your Blessings,1959,,,381,5.0
22557257,The Moment After 2: The Awakening,2006,5,,471,4.7
8637169,Garage Days,2002,10,,2894,5.8
7731853,"Laugh, Clown, Laugh",1928,,,2102,7.5
21752299,By Love Possessed,1961,7,,632,5.4
12091274,Puccini for Beginners,2007,2,110864.0,2493,6.0
856733,A Shot in the Dark,1964,6,,30014,7.4
36320373,Riptide,1934,3,,672,6.4
24789247,Half-Fare Hare,1956,8,,354,6.9
8887199,The Angels Wash Their Faces,1939,8,,562,6.0
28352636,5 Lies,2007,8,,232,4.6
20018854,It's Breaking News,2007,10,,67,5.5
76345,Shaft,1971,6,,20563,6.6
28858056,Tortura nadziei,1969,12,,12,6.2
24021571,Just Wright,2010,5,21570263.0,15350,5.9
1854612,Casper: A Spirited Beginning,1997,9,,4400,4.5
3341998,"Francesco, giullare di Dio",1950,12,,3933,7.3
11696799,Breaking the Surface: The Greg Louganis Story,1997,3,,710,6.2
4926447,The Big Trees,1952,,,1814,5.7
20713032,Bhopal: Prayer for Rain,2012,,,2155,7.1
10594195,Betaab,1983,8,,657,6.5
25836931,Even the Clouds Are Drifting,1959,11,,13,6.5
1226289,Bless the Child,2000,8,40443010.0,15195,5.1
21310527,Kizhakku Cheemayile,1993,,,253,7.3
20579729,Bhagwan Parshuram,1970,,,22,8.6
20393685,Secrets,1924,3,,257,6.4
19496914,Senza pietà,1950,3,,391,6.6
7914269,The Letter: An American Town and the 'Somali Invasion',2005,,,123,7.8
29273489,Eyes of Youth,1919,,,695,5.8
35987606,Alibaba Aradajanu Dongalu,1994,,,106,7.0
26726624,Bangali Babu,2002,,,23,6.8
12061267,Grizzly II: The Predator,1987,,,1567,2.8
3475071,The Program,1993,9,23032565.0,11377,6.5
3319645,Balseros,2002,,,629,7.1
23688100,Totò e le donne,1952,,,368,6.5
2450188,Flesh,1968,,,2556,5.7
15945437,Cannibal Apocalypse,1980,8,,4192,5.5
34336017,Koko Flanel,1990,2,,2355,6.2
3459253,Secret of the Telegian,1960,4,,260,6.1
44218,San Francisco,1936,6,2868000.0,5970,7.2
21047444,A Girl Isn't Allowed to Love,1955,,,9,6.8
9139404,Only For You,2007,,,43,3.9
1135297,13 Ghosts,1960,7,,6879,6.0
906380,The Emperor's Shadow,1996,,,702,7.0
7882413,Aurore,2005,,,1662,7.3
31094908,The Living Christ Series,1951,,,79,6.4
33773022,Unforgivable,2011,5,,815,5.8
20338652,The Dancemaker,1998,,,140,7.1
17024723,The Book of Stars,2000,,,627,6.8
18848953,The Shanty Where Santy Claus Lives,1933,1,,425,5.2
19837210,Romasanta,2004,,,3636,5.2
30603831,The Beggar,1983,,,822,6.7
9215946,Movie Movie,1978,11,,1244,6.5
29024029,Ente Mohangal Poovaninju,1982,,,31,5.9
23103089,Ray Bradbury's Chrysalis,2009,,,327,4.2
18141105,Get Smart's Bruce & Lloyd Out of Control,2008,,,4909,4.9
7014201,Ernest Goes to School,1994,,,2855,4.6
30744671,Men Who Have Made Love to Me,1918,2,,15,7.2
15948971,White Eagle,1922,1,,19,5.0
12452237,Heaven,1987,,,290,6.7
15790701,Eagle of the Night,1928,10,,18,5.9
24732078,Journey,1972,,,66,5.8
7752732,The Comebacks,2007,10,13539154.0,11956,4.3
19950563,The Blood Stained Route Map,2002,,,10,5.8
11220896,Baba Kalyani,2006,12,,603,5.5
31457076,The Test,1935,,,76,5.2
19576505,Dil Daulat Duniya,1972,,,70,7.0
20271784,Les Bronzés font du ski,1979,11,,8835,7.4
19961614,Misafa Lesafa,2004,,,21,6.0
9678161,Maanbumigu Maanavan,1996,,,633,6.8
8190464,The Price of Rendova,1944,1,,12,6.0
31633054,Voodoo,1995,,,673,4.6
20581194,Ganga Tera Pani Amrit,1971,,,13,4.9
3809621,Brides,2004,,4928000.0,4931,7.6
19087098,A Waste of Shame,2005,,,257,6.5
7082486,Aadavari Matalaku Ardhalu Verule,2007,4,,1384,7.5
21209475,British Agent,1934,9,,732,6.1
1957472,Norma Jean & Marilyn,1996,5,,2784,6.0
3210963,Slapstick of Another Kind,1984,3,,1037,2.5
9086301,Goldie,1931,6,,157,5.3
31196941,Suryaa: An Awakening,1989,2,,53,6.5
1307956,Stage Beauty,2004,5,2153070.0,10651,7.1
20694087,Kanden Kadhalai,2009,10,,420,5.6
2216254,Jefferson in Paris,1995,3,2473668.0,3155,5.7
28530363,The Way,2010,9,4430765.0,34669,7.3
23128940,Arising from the Surface,1980,,,81,7.1
10972420,Final Solution,2004,2,,464,8.7
23435357,Do Knot Disturb,2009,10,,1274,3.7
30548208,The Iron Lady,2011,12,114943631.0,112538,6.4
9846672,Loopy,2004,,,43,6.1
29499560,Dawn of the Mummy,1981,,,1241,3.8
27064671,Four Friends,2010,10,,278,3.8
2524925,The Land Before Time III: The Time of the Great Giving,1995,12,,6420,5.6
4002677,The 39 Steps,1959,3,,2239,6.6
1964091,Next,2007,4,76066841.0,164084,6.2
26687336,Yamla Pagla Deewana,2011,1,,4486,5.7
28330207,"Slunce, seno a pár facek",1989,7,,1268,6.8
9404578,The Lady Vanishes,1938,,,55867,7.7
30542622,Hattie,2011,1,,600,6.8
34081237,Broadway Through a Keyhole,1933,11,,234,6.5
1094668,Asoka,2001,10,,14906,6.4
6721185,Go Fish,1994,2,2408311.0,2304,5.7
3917900,The Contract,2006,,5549200.0,25820,5.6
3899153,The Steamroller and the Violin,1960,,,6938,7.4
16791637,Love at Stake,1988,,,657,5.0
7173668,Chess-Nuts,1932,4,,289,6.6
1028671,Devil's Playground,2003,2,,2690,7.0
27480248,Legends of Anika,1956,4,,72,6.7
15388340,A Banda das Velhas Virgens,1979,,,108,5.9
1378672,Ordinary Decent Criminal,2000,,,14250,6.3
34131426,The Girl Without A Soul,1917,8,,27,6.7
22643691,Ergens in Nederland,1940,4,,59,6.4
30729485,Alice Through the Looking Glass,1987,,,192,5.5
32789457,O Auto da Compadecida,2000,9,,16179,8.6
24272584,Bala Nagamma,1942,,,25,6.8
1641416,A Wild Hare,1940,7,,1795,7.7
7939249,Night Owls,1930,1,,1737,7.5
22358819,Clash of the Titans,2010,3,493214993.0,289750,5.8
9962209,A King and His Movie,1986,8,,475,7.0
1748912,The Killers,1964,5,,9015,7.0
9855320,La Guerra la gano yo,1943,,,18,7.5
706803,G.I. Jane,1997,8,97169156.0,85337,6.0
32804099,Cinta Pertama,2006,,,66,6.3
25716411,Typhoon Club,1985,,,873,7.0
29508267,Too Outrageous!,1987,,,52,6.1
31690131,Dhamarukam,2012,1,,735,5.3
5933936,Not Like Everyone Else,2006,,,534,6.0
20206687,Never a Dull Moment,1950,8,1425000.0,677,5.6
1851703,Snow Falling on Cedars,1999,9,23049593.0,14455,6.7
9201207,The Thundering Herd,1933,,,309,5.6
20437960,The Abdication,1974,10,,331,6.2
6638546,Deadly Outbreak,1995,,,593,4.7
3917873,Chitty Chitty Bang Bang,1968,12,7800000.0,49209,6.9
5363369,Yanks,1979,,,3657,6.4
1941497,Kin-Dza-Dza,1986,12,,13433,7.9
26890096,Çok Filim Hareketler Bunlar,2010,3,,5123,4.5
7266768,Meet Wally Sparks,1997,1,,3731,5.2
14217965,The Ammunition Hunters,1971,7,,10,7.2
10205199,The Red and the White,1967,,,3813,7.6
5596675,TiTo,2004,,,3533,7.2
444919,The Redhead from Wyoming,1953,1,1100000.0,624,6.1
13184162,"Pane, amore e...",1956,,,2472,6.5
3670013,Harlow,1965,6,1000000.0,1026,5.5
2298689,Coney Island Baby,2003,4,,131,6.0
11599737,26 Years Diary,2007,1,3614835.0,118,6.2
32752081,Abnormal Family: Older Brother's Bride,1984,,,471,5.5
1033477,Godsend,2004,4,30114487.0,26250,4.8
29419841,Liar Game: The Final Stage,2010,3,,1329,7.1
27498733,Sac de noeuds,1985,3,,293,5.3
12287578,Bal-Can-Can,2005,1,,2741,7.7
9751550,Blackie the Pirate,1971,3,,2158,5.2
24300269,Track 29,1988,7,429028.0,2403,5.9
24257335,The Great Game,1953,1,,103,6.2
6613755,Bloodfist II,1990,10,,777,4.9
18848111,Die Feuerzangenbowle,1970,9,,246,4.6
28010827,Open Season 3,2010,,7399925.0,12798,5.0
19036707,Murder in Soho,1940,,,157,5.1
11467890,Sabata,1969,,,5512,6.7
33152192,Niloofar,2008,,,130,6.5
6488515,Satyam Shivam Sundaram,1978,3,,1129,6.9
34536797,Ethel,2012,,,753,7.9
14710585,Tanya's Island,1980,,,428,4.1
1097249,Don't Knock the Rock,1956,,1200000.0,404,5.7
6515754,A Steam Train Passes,1974,,,57,8.4
6973699,And God Created Woman,1988,3,717376.0,2062,4.3
7281088,Monster Dog,1984,,,1546,4.4
23028763,The Golden Spiders: A Nero Wolfe Mystery,2000,3,,569,7.5
12632216,The Two Worlds of Jenny Logan,1979,10,,930,6.7
23753154,Resin,2001,,,27,8.3
34694618,Du rififi chez les femmes,1959,5,,66,6.4
