wiki_ID,mov_name,year,month,revenue,numVotes,averageRating
27834618,Instant Karma,1990,,,167,4.2
14920488,Aadhi Mimansa,1991,,,11,6.9
19506118,Det skete på Møllegården,1960,12,,189,5.8
34289848,Hollywood Hot Tubs,1984,7,,492,3.8
14737421,Us,1991,9,,201,7.0
1623363,5 Fingers,1952,2,1350000.0,5345,7.6
4224754,Thevar Magan,1992,,,7792,8.7
6046241,How Sweet It Is!,1968,,,733,5.9
2502451,Revolver,2005,9,6735963.0,100503,6.3
10534798,A Black and White World,2005,8,,13,7.6
5224973,Night Flight from Moscow,1973,,,1177,6.2
12822130,Knockin' on Heaven's Door,1997,2,,32807,7.8
31761101,Love/Juice,2000,,,226,6.4
6517412,Do You Remember Dolly Bell?,1981,,,6661,7.5
21931690,A Man Called Peter,1955,4,4500000.0,1107,7.1
1353086,The Fearless Vampire Killers,1967,2,,33260,7.0
9994310,The Curious Dr. Humpp,1967,,,670,4.8
22803943,Jujiro,1928,,,445,7.0
5467578,With Love and Hisses,1927,8,,670,6.2
1343208,Code 46,2004,5,,20968,6.1
11009228,El Inmigrante,2005,,,64,8.0
24705066,The Best Damn Fiddler from Calabogie to Kaladar,1968,,,48,7.8
26049282,Soorya Gayathri,1992,,,159,6.5
19954197,Web of Fear,1963,,,64,6.2
8943615,Ground Truth,2006,,,752,7.5
1337353,Suicide Kings,1997,9,1740156.0,28803,6.9
8703922,Paloh,2003,7,,26,7.2
19888701,Longitude,2000,,,2384,7.8
22767958,La journée de la jupe,2009,,905445.0,2677,6.9
14656940,Shadow on the Wall,1950,5,,1410,6.7
16733391,Une chambre en ville,1982,,,1561,6.8
12563993,Begone Dull Care,1949,,,1695,7.3
2267646,Stealing a Nation,1967,,,397,8.3
30306989,Female Perversions,1996,11,,2607,5.4
14228567,A Snitch in Time,1950,12,,341,7.4
13233891,Shred 2,2009,3,,453,3.2
470185,Three Days of the Condor,1975,9,41509797.0,60486,7.4
5608558,Another Fine Mess,1930,11,,2550,7.3
11943293,Taxi Driver,1954,,,299,6.7
12526856,Flic Story,1975,,,2740,6.9
13169070,In the Hands of the Gods,2007,,,616,7.0
5906140,The Last Warning,1929,,,761,6.9
17595645,Mostly Ghostly: Who Let the Ghosts Out?,2008,,,1604,4.9
13494664,We'll Meet Again,1943,1,,166,5.9
28030619,Slices of Life,2010,10,,681,3.3
20696203,Double Cross,2005,7,,53,4.2
34187456,Operazione Goldman,1965,,,342,5.0
26113397,Bonded by Blood,2010,,,2734,5.5
29172522,Rag Doll,1961,,,159,5.6
32648655,3,2012,1,,6081,7.4
19303404,Monkey Business,1926,3,,82,6.3
1688975,Sade,2000,8,,1813,6.1
11283824,Local Color,2006,,,1746,6.8
66205,Maryam,2000,,,298,6.8
24131841,The Ward,2010,9,,44175,5.5
32417827,Charley's Aunt,1963,,,301,5.1
21253839,Ski Patrol,1990,1,,4033,5.1
10318873,Last House on Dead End Street,1972,,,2270,5.1
18543295,Four Hours to Kill!,1935,4,,199,6.8
3317085,On Any Sunday,1971,,,1511,7.7
13075853,Kabzaa,1988,,,239,6.0
28207486,Jack and the Beanstalk,1931,11,,192,6.1
14735478,Walking Back,1928,5,,67,6.9
13631613,The Pathetic Fallacy,1958,,,604,7.5
9471632,My Side of the Mountain,1969,,,1137,6.6
28184998,Pražská pětka,1988,,,155,6.8
1141361,Red-Headed Woman,1932,6,,3466,7.0
29250382,Secret Venture,1955,7,,25,5.3
33113634,The Unforgettable Year 1919,1952,5,,58,6.3
1880039,The Harder They Fall,1956,4,1350000.0,8832,7.5
35970346,Scandal in Paris,1928,9,,8,4.6
31153803,Aromalunni,1972,,,7,6.8
24916243,Sleeping Betty,2008,,,560,7.8
1290721,Dreamscape,1984,8,12145169.0,17791,6.3
16189113,The Slammin' Salmon,2009,12,,15157,6.4
10124804,Night Riders,1981,,,67,7.2
29836849,Cave-In!,1983,,,159,5.3
238004,The Rescuers Down Under,1990,11,47431461.0,46020,6.8
22718776,Dead Ahead: The Exxon Valdez Disaster,1992,12,,285,6.5
24282011,Private Eye,2009,4,10096836.0,1035,6.7
2572817,A Gathering of Eagles,1963,6,,1081,6.1
3833932,Keep Fit,1937,,,182,5.8
13731934,Buffalo Bill,1944,4,,1667,6.4
25168343,Piece of My Heart,2009,4,,44,8.0
9852674,The Personality Kid,1934,8,,161,5.8
23320753,Mohandas,2009,9,,128,7.2
8349539,Moon Pilot,1962,4,,517,5.4
4569282,Andha Kanoon,1983,,,780,6.2
31366063,Don't Go Breaking My Heart,2011,3,,1931,6.5
6489552,Maximum Ride,2013,,,4663,3.6
3439619,Read my Lips,2001,9,1600000.0,16280,7.3
4944730,M. Kumaran son of Mahalakshmi,2004,,,1430,7.1
3959154,Everything's Ducky,1961,,,144,4.4
17657216,"Women - for America, for the World",1986,,,60,5.7
33064104,Zatoichi: The Last,2010,,,393,5.2
21787356,Premi No.1,2009,2,,25,6.2
32777428,Man of Music,1952,,,66,6.2
32883433,Veedu,1988,7,,300,8.4
22093148,Bili Hendthi,1975,,,28,7.1
31743775,Denmark,2010,5,,41,8.2
8396653,Ahmad Albab,1968,,,82,8.3
22059060,John and Yoko: A Love Story,1985,12,,230,5.7
25612344,Dzi Croquettes,2009,10,,379,8.1
14291388,The Limits of Control,2009,5,1395030.0,21034,6.2
12801908,Rotation,1949,,,378,7.4
26381248,Fifi Martingale,2001,,,52,5.5
34982179,Tabou,2010,10,,11,8.5
75222,Spaceballs,1987,6,38119483.0,201855,7.1
8088017,Assassination,1964,7,,954,7.1
36319171,Trás-os-Montes,1976,6,,252,7.1
30160906,The Cow Who Wanted to Be a Hamburger,2010,3,,279,6.9
1701018,Babes on Broadway,1941,,,1630,6.6
30658739,Zeitgeist: Moving Forward,2011,1,,18662,8.1
17521789,Vaada Raha... I Promise,2009,9,,452,5.7
19033808,Pan Tadeusz,1999,,,3624,6.1
19800473,Melodies Old and New,1942,1,,89,6.5
3675217,Dark Tales of Japan,2005,,,576,5.8
30865068,Bride of Chucky,1998,10,50692188.0,63022,5.6
18940531,The Legion of the Condemned,1928,3,,71,6.2
10745657,Rabbitson Crusoe,1956,,,406,7.2
24159059,In the Mood,1987,9,,1072,6.1
30514819,Hitler,1998,5,,62,5.7
4756865,Grubstake,1952,,,29,5.0
26334484,Channels,2008,,,145,3.3
8407971,Sahara Hare,1955,3,,892,7.7
898655,Visions of Light,1992,,,3302,7.7
29892611,Cousin Bette,1998,6,1161063.0,2808,6.2
30308920,Puthumukhangal,2011,3,,15,5.3
1610744,Blind Spot: Hitler's Secretary,2002,,,1787,7.3
8468136,Summer with the Ghosts,2003,,,115,5.4
18673005,Hollywood & Wine,2009,,,442,3.5
4639948,The House on Sorority Row,1983,,10604986.0,9652,5.9
8670229,Hands on a Hard Body: The Documentary,1997,10,,2427,7.6
24295254,Tokyo Emmanuelle,1975,7,,51,5.3
707808,Snatch,2000,8,83557872.0,890370,8.2
29302714,The Thriller,2010,11,,256,4.6
22645083,"Baantjer, de film: De Cock en de wraak zonder einde",1999,,,190,6.5
3332886,The Unsaid,2001,7,,6656,6.6
26900679,It's Never Too Late,1956,5,,52,6.0
34741271,"When You're Young, the World Belongs to You",1934,1,,9,7.3
2343735,A Lady Without Passport,1950,8,,897,6.1
16091790,Sen Ne Dilersen,2005,12,,440,6.2
21639537,My Own Love Song,2010,9,,1826,5.7
19203309,Ring of Spies,1964,3,,457,6.5
33747977,Jitter Bughouse,1948,4,,39,5.7
26860709,Palnati Yudham,1947,,,18,7.7
33731064,Under Texas Skies,1930,,,74,5.5
30865082,Seed of Chucky,2004,11,24829644.0,48855,4.9
24680056,Manito,2003,,,593,6.6
1376802,Billion Dollar Brain,1967,12,,5852,6.0
26145440,Sri Venkateswara Mahatyam,1960,,,66,8.5
9001913,51 Birch Street,2006,,,918,7.3
993226,Ray,2004,9,124731534.0,154805,7.7
23907931,The Last Ferry,1990,,,130,6.4
4872550,Bunny,2000,,,2054,6.7
10789083,Goddess Remembered,1989,,,47,7.7
23799017,Monpura,2009,2,,8941,8.8
3510242,Suspense,1946,6,,810,6.4
32817768,Captain Thunderbolt,1953,,,16,6.2
34973113,Nothing but the Truth,2008,,,21,6.8
1139763,The Hunger,1983,4,5979292.0,28444,6.6
34804199,"L'arma, l'ora, il movente",1972,11,,498,6.1
26206020,Meet Me After the Show,1951,8,2000000.0,207,6.2
4417624,The Queen of Sheba,1921,,,67,7.0
14562213,Kaal,2005,4,,5802,4.7
2997971,Drumline,2002,,57588485.0,35708,5.9
24872588,My Soul to Take,2010,10,20976402.0,21406,4.7
9517607,Balkanski špijun,1984,2,,12150,8.8
18940779,Ballets Russes,2005,10,,694,7.9
2739013,Fatso,1980,,,2325,6.2
24242789,Rude,1995,5,,235,6.1
15430254,On the Brink of Paradise,1920,10,,17,6.4
33472297,Aiyaa,2012,9,,1996,4.4
6504462,Return Of The Bastards,2003,12,,112,5.4
2918501,UFOria,1985,10,,499,6.2
31219630,The Stolen Airliner,1955,10,,10,7.1
5888582,Vikramarkudu,2006,6,,4574,7.7
33091727,Impulse,2010,7,,61,5.9
30519399,Circle of Violence: A Family Drama,1986,10,,149,6.1
5330568,Return of Pink Five,2006,,,122,7.5
28464110,Bryllupsfesten,1989,,,229,5.2
30207145,Agni Varsha,2002,,,402,4.7
20534269,Family Gathering,1989,10,,16,6.0
33525798,KLK Calling PTZ - The Red Orchestra,1971,3,,33,7.4
25305145,Love Affair,1932,3,,518,5.7
17714980,"Oh, My Nerves",1935,10,,15,5.0
13274595,Pie-Eyed,1925,3,,109,6.1
20903198,Jaan Hazir Hai,1975,,,10,5.5
3186031,Kyon Ki,2005,11,,4514,5.5
1742888,Mayrig,1991,,,3579,7.4
7003504,Chain Camera,2001,,,210,6.4
20334134,7-10 Split,2007,,,1138,4.2
23258082,Peraustrínia 2004,1990,4,,50,7.3
9331521,Suture,1993,9,,2120,6.5
28147952,A Strange Role,1976,1,,84,7.3
9416151,Más negro que la noche,1975,,,1317,6.7
9678335,Vasantha Vaasal,1996,3,,2381,8.5
12902156,The Reinactors,2008,,,135,7.2
28165364,Nosso Lar,2010,9,,3379,6.4
18932671,The Other Side of Midnight,1977,6,24652021.0,1891,6.1
2201463,The Sorcerers,1967,,,2277,6.2
27773121,Newark Athlete,1891,,,1775,4.9
1108697,Lone Star,1996,6,,31203,7.4
61047,The Racket,1928,6,,1480,6.6
1336534,Warlock,1959,4,,6813,7.1
26198351,Texas Carnival,1961,10,4750000.0,551,5.5
31258406,James Bond,1999,,,172,5.3
14165416,Fellini: I'm a Born Liar,2003,4,,972,7.0
19912421,Black Water Transit,2009,,,314,6.9
8120397,Wild Guitar,1962,,,1061,4.6
8934867,Love Is A Fat Woman,1987,9,,163,6.6
12565531,Watchers 3,1994,,,845,3.6
1095555,Kung Pow! Enter the Fist,2002,1,16994625.0,47883,6.2
3793631,Children of Men,2006,9,69959751.0,519919,7.9
26887685,Annigoni: Portrait of an Artist,1995,,,18,8.4
19104102,Barbara,1997,10,,600,6.1
11381533,Timid Tabby,1957,4,,772,7.5
31029488,Seis días para morir,1966,,,43,7.0
4469910,The White Dragon,2004,,,1140,5.6
23606001,Beck – Monstret,1998,,,1403,6.0
28327405,Serial Killing 4 Dummys,2004,,,790,5.2
6838264,Funny Bones,1995,3,532268.0,3851,6.7
9919152,La Herencia,1964,,,52,8.0
7739514,West Texas Lullaby,2007,,,1850,7.2
18619422,Vi er allesammen tossede,1959,12,,194,6.8
2867492,You Lucky Dog,1998,,,789,4.6
15788613,Snowed In,1926,7,,21,5.4
22256043,The Children Thief,1991,9,,206,6.0
26281666,Tere Bin Laden,2010,7,,10723,7.2
33161490,Ware ni utsu yoi ari,1990,11,,30,6.2
22610435,Prince Daewon,1968,4,,6,5.2
61046,Wings,1927,8,,14053,7.6
19081314,Arn - The Kingdom at Road's End,2008,8,,8435,6.6
16934871,The Tenth Level,1975,4,,229,6.6
31981632,Lucky Luciano,1973,10,,1530,6.4
33940717,12,2003,6,,53,7.7
7379134,Man of La Mancha,1972,12,,4610,6.5
9993327,Eloy,1969,,,19,7.7
19009065,Leaves from Satan's Book,1921,1,,1338,6.6
7185935,Love Is a Crazy Thing,2005,12,,97,6.3
16141547,The Scoundrel's Wife,2002,,,416,5.9
31612921,The Wedding in Monaco,1956,5,,197,6.1
16686844,The Slender Thread,1965,12,,2422,7.0
9020753,O Pátio das Cantigas,1942,1,,1253,7.8
10993005,Love's Unending Legacy,2007,,,1712,6.9
20869935,Battle Planet,2008,11,,944,3.8
24644996,The Screaming Woman,1972,1,,862,6.6
19206451,Quasimodo d'El Paris,1999,,,897,5.2
33105987,La Bohème,1965,12,,134,7.5
5146754,Mukh O Mukhosh'' / The Face and the Mask,1956,8,,205,8.4
16408176,Going Postal,2010,,,9580,7.7
20964285,The Damned,1947,9,,1096,7.1
6801859,La fièvre monte à El Pao,1959,,,1346,6.8
31295173,Max and the Junkmen,1971,2,,3048,7.3
22507773,Creatures the World Forgot,1971,7,,1011,4.5
7639512,Hamlet A.D.D.,2009,,,117,6.1
24407783,La Bouche De Jean-Pierre,1996,,,591,6.7
23779787,The Long Shot,2004,4,,632,6.5
21181522,Doña Francisquita,1952,12,,57,7.6
670407,Harry Potter and the Order of the Phoenix,2007,6,939885929.0,615209,7.5
19410654,Mail and Female,1937,11,,126,7.1
16166464,Mitta Miraasu,2001,,,12,3.7
4788277,Tarantula,1955,12,1100000.0,10485,6.4
23356271,Lisbon Story,1946,,,38,5.9
29309925,Baava,2010,10,,200,4.7
31218128,Limbo,2010,9,,504,6.0
27345712,Cochin Express,1967,,,29,6.8
1343628,Don't Move,2004,3,,8401,7.0
18287833,The Girl with the Red Scarf,1977,,,16641,8.5
34683724,The Great Impersonation,1942,12,,50,6.1
21754296,The Ghost Writer,2010,2,15541549.0,168987,7.2
6215721,Death Faces,1988,,,63,3.6
18710930,Shaheed Uddham Singh,2000,,,229,7.8
3261733,Pan's Labyrinth,2006,5,83258226.0,691526,8.2
6835148,Walky Talky Hawky,1946,,,872,7.4
11376637,Shikast,1953,,,54,7.4
32026140,See What I'm Saying: The Deaf Entertainers Documentary,2010,3,,129,6.9
2790437,The Dark Mirror,1946,10,,5501,7.1
25548020,The Devil's Arithmetic,1999,3,,4356,6.3
26213151,Remote Control,1988,4,,1110,5.5
22525391,Seminole,1953,3,1400000.0,1245,6.1
2251745,Welcome to Woop Woop,1997,,527346.0,2048,5.7
33351052,Mozart's Sister,2010,6,427900.0,1596,6.4
27675540,BoyBand,2010,6,,106,6.9
33800030,Thai Poranthachu,2000,2,,11,6.3
10064555,Kings of South Beach,2007,,,1084,5.1
13101600,Wake Up the Gypsy in Me,1933,5,,160,5.7
15060240,Barbie Mariposa,2008,2,,3270,6.0
26882160,Return of a Stranger,1940,2,,71,5.4
25564914,Uncle Hyacynth,1956,3,,348,7.3
1392986,Seeing Other People,2004,,64748.0,2998,5.8
68501,McCabe & Mrs. Miller,1971,,8200000.0,26968,7.6
10583724,Diamond Jim,1935,9,,243,6.8
2200926,Light Years,1988,,,5177,7.0
142780,The Circus,1928,1,,35398,8.1
19261768,Second Youth,1938,,,26,5.5
27147259,Kakashi,2001,9,,681,5.4
4018958,Copying Beethoven,2006,11,,14026,6.7
28148810,Hrdinný kapitán Korkorán,1934,8,,99,6.9
23576946,The Collector,2009,7,9444018.0,70485,6.3
33650887,Deadline,2012,2,,454,4.8
2752473,Malevolence,2004,9,127287.0,3679,5.0
33184524,Shooting Silvio,2006,9,,207,5.1
4343361,Lookin' to Get Out,1982,10,,869,5.1
19021885,Whistling in Brooklyn,1943,12,,700,6.7
6794579,Giant Mine,1992,,,51,6.6
22937112,Black Cat Mansion,1958,7,,480,6.5
8615916,The Fire Within,1963,,,10187,7.9
20632614,Speedy Scandal,2008,12,41745790.0,4238,7.2
30174182,IMurders,2008,8,,1363,3.6
31507913,Ponjola,1923,10,,18,5.4
1988806,Lolita,1997,9,1147784.0,64511,6.8
32183096,Conan O'Brien Can't Stop,2010,,267965.0,6724,7.0
16672506,The Green Pastures,1936,7,,876,7.0
143809,The Fifth Element,1997,5,263920180.0,494497,7.6
26111438,It Happened at the World's Fair,1963,4,,3037,6.0
828218,The Singing Detective,1986,,,4691,8.6
6152065,The River Rat,1984,9,,987,6.3
7950561,Padmashree Laloo Prasad Yadav,2005,,,219,2.5
13387836,Luna de Avellaneda,2004,5,,5579,7.2
8337486,Dog Days,2001,,,6477,7.0
36229546,Celeste and Jesse Forever,2012,1,2610511.0,33319,6.6
35171753,A Resident of the City,2011,,,18,7.9
25380572,Kiss and Make-Up,1934,7,,817,5.9
2901971,Howling II: Stirba - Werewolf Bitch,1985,12,,7910,3.7
33915140,Prince Jack,1985,12,,41,6.2
35304999,Alias Boston Blackie,1942,4,,635,6.4
8678373,Ace Eli and Rodger of the Skies,1973,,,252,4.7
27662044,Murder in New Hampshire: The Pamela Wojas Smart Story,1991,,,677,5.8
18634533,Bad Lieutenant: Port of Call New Orleans,2009,11,10429451.0,80019,6.6
18717218,Secret Agent 777,1965,,,32,4.9
11076424,First Sunday,2008,1,38608838.0,11416,4.6
5609683,The Snow Creature,1954,,,1186,3.2
14376002,Tlayucan,1962,12,,216,7.3
9040490,The King of Masks,1999,4,,3437,7.7
13439264,Mad Money,2008,1,26412163.0,22483,5.9
22470129,Outrage,2009,4,269032.0,1742,7.5
22643596,Bleeke Bet,1934,9,,53,6.3
12370259,Mujhe Insaaf Chahiye,1983,9,,59,6.7
33616829,The Pink of Bagdad,1978,12,,101,5.1
1526756,Lifeforce,1985,,11603545.0,28524,6.1
6693390,Captains of the Clouds,1942,,,1710,6.4
1556135,Torn Curtain,1966,7,13000000.0,28574,6.6
26909372,Thank You,2011,4,,6174,4.8
36061953,The Substitute Wife,1994,5,,581,6.5
24557896,Game,2010,10,,2495,5.2
8084939,La Passante du Sans-Souci,1982,4,,1159,6.6
31658770,Melba,1953,6,,43,5.4
5468633,Day Zero,2007,11,16659.0,2909,5.9
18528894,Hollywood High,1976,12,,480,3.6
34874102,Bonjour Kathrin,1956,1,,78,5.5
2452691,Chaos,2005,8,20166.0,2254,3.2
21733496,The Hitchhiker,2007,3,,1100,3.6
6804473,Way...Way Out,1966,10,,1083,5.3
21981175,Vamsha Vriksha,1971,,,63,8.4
4165940,The Rare Breed,1966,,,3860,6.3
21605606,The Sleeping Child,2004,,,142,6.4
5366830,Therapeutic Pink,1977,,,105,5.5
1343178,The Alamo,1960,10,,17091,6.8
1314961,"The 5,000 Fingers of Dr. T",1953,,,4378,6.7
21433950,The Atomic City,1952,5,,514,6.1
2275930,TerrorVision,1986,2,,7624,5.5
6361585,The Red Baron,2008,3,,12960,6.3
26705987,Advaitham,1992,,,341,7.3
33378170,The Brazen Bull,2010,,,257,3.7
2509613,The Lost World,1925,2,,5663,7.0
2441439,Two Moon Junction,1988,4,1547397.0,6089,5.0
13079614,The Girl in the Limousine,1924,7,,19,6.3
20937261,A Lover's Return,1946,9,,282,7.4
22785812,Lulu Belle,1948,,,183,5.9
36437867,Dragon Ball Z,2013,3,,29373,7.1
22589502,The Inheritance or Fuckoffguysgoodday,1992,12,,2562,7.7
14850914,The Black Tavern,1972,12,,201,7.3
26735500,All the Kind Strangers,1974,,,878,5.6
31673401,Ek Tha Tiger,2012,8,,37081,5.6
21200382,Dick,1999,7,,21077,6.2
3596187,Arirang,1926,,,40,7.7
7087167,The Country Girl,1954,12,6900000.0,6451,7.2
33595844,The Horse of Pride,1980,9,,293,6.2
30386826,Morenga,1985,,,25,7.1
29412535,Virgin,2003,,,599,5.5
25079602,Naked Paradise,1957,1,,120,4.5
17075378,Bana şans dile,2001,,,1052,5.2
8576453,Bremenskie muzykanty,1969,,,3140,7.9
28063567,Caro Michele,1976,6,,236,6.5
3036370,Shadow Man,2006,6,,4205,4.0
25928203,Prison Break,1938,,,307,6.1
35977969,The Girl Is in Trouble,2012,,,983,5.0
10550235,Maya Kannadi,2007,4,,38,5.5
20110015,Kochu Kochu Santhoshangal,2000,,,339,6.8
3728120,Aathi,2006,1,,2611,4.4
29042310,Confessions,2010,,44896470.0,41223,7.7
4888602,Kissi Se Na Kehna,1983,,,714,7.3
16939907,Dick Ho: Asian Male Porn Star,2006,3,,33,7.4
29261249,Autograph,2010,10,,2479,7.4
6480179,Alice's Wonderland,1923,,,789,6.4
14887001,The Legend of the Boy and the Eagle,1967,6,,76,8.4
24564673,Qué Hombre tan Sin Embargo,1967,4,,21,6.6
28670248,And One Was Beautiful,1940,3,,316,6.5
25489908,Some Kind of a Nut,1970,9,,329,4.3
28832928,Puppet on a Chain,1971,8,,1231,5.9
23510332,Dard Divorce,2007,,,993,3.5
5936011,Mogudu Pellam O Dongodu,2005,9,,31,3.9
28522404,Lebanon,2006,10,,19,8.5
24816600,Design for Leaving,1954,3,,415,7.5
13502837,Riders of Vengeance,1919,6,,51,3.5
2411721,Port of New York,1949,11,,1019,6.0
16170682,Love Letter to Edie,1975,,,154,8.1
4340576,Thomasine & Bushrod,1974,4,,586,5.9
24552424,Hamal 18,2004,,,41,5.3
17063706,Fasulye,2000,5,,2595,7.2
4637596,Aniki-Bóbó,1942,12,,1846,7.6
8306160,Return to Guam,1945,,,20,5.2
11051064,The Bullion Boys,1993,,,54,7.6
33010153,The Vow,1946,7,,108,5.0
8645960,Reshma Aur Shera,1971,,,249,6.5
300972,Malcolm X,1992,11,48169910.0,99956,7.7
18813705,Drifting,1983,,,85,6.5
12335989,"Ears, Open. Eyeballs, Click.",2005,,,199,7.8
13328842,I Dream of Jeannie: 15 Years Later,1985,10,,546,5.5
1034839,Silent Story,2001,11,,8,8.4
27381819,Dark Streets of Cairo,1940,12,,62,5.6
20169675,Chariots of the Gods,1970,,25948300.0,1697,6.2
16198836,The Grissom Gang,1971,5,,1444,6.7
3793842,Varan the Unbelievable,1958,10,,830,5.3
3741454,Ballet mécanique,1924,,,3221,6.7
33454893,Karasu no Oyayubi,2012,,,323,6.5
24155754,The American Game,1979,,,10,8.3
23666472,Duell vor Sonnenuntergang,1965,9,,96,5.7
25918824,Chhodon Naa Yaar,2007,,,114,4.0
21086965,Never Say Goodbye,1946,11,,1257,6.7
22645070,De Trein van zes uur tien,1999,5,,175,7.3
983869,Full Frontal,2002,8,3438804.0,11234,4.7
12494128,What Price Glory,1952,,2000000.0,1409,6.1
3020635,Fear No Evil,1969,3,,398,6.4
7291822,Killer Flick,1998,,,125,5.8
21136086,The Tale of Genji,1951,11,,147,6.9
15984648,Gingerdead Man 2: Passion of the Crust,2008,7,,1429,4.0
12354998,Pyar Ki Jeet,1987,,,45,7.6
20613966,Shaolin Idiot,1990,,,977,5.8
27733896,The Baby and the Battleship,1956,,,326,5.3
2012192,Umberto D,1952,,,27471,8.2
18997933,The Sorcerer's Apprentice,1955,5,,194,6.4
27009228,Padayani,1986,,,54,7.2
27488027,Gaayam,1993,,,499,7.5
4410686,Gate of Hell,1953,10,,4126,7.1
25360432,That Kind of Girl,1963,,,164,5.3
31781446,Den blomstertid,1940,10,,19,3.2
33766908,Autumn Trip,1991,2,,12,5.2
7699003,Man - Woman Wanted,1973,4,,2399,7.5
3202945,Pyaar Kiya To Darna Kya,1998,3,,5789,6.6
13266697,West of Hot Dog,1924,12,,290,5.6
14328976,The Brotherhood of Satan,1971,,,1830,5.5
10977349,The Willow Tree,2005,8,,4488,7.3
26174601,Holiday for Lovers,1959,7,1100000.0,425,5.6
10945488,Goat Story,2008,10,1300000.0,726,3.4
2129355,The Chinese Feast,1995,,,1444,6.7
24165847,The Girl in the Red Velvet Swing,1955,10,1300000.0,1060,6.4
21573916,Margazhi Raagam,2008,12,,12,8.4
2171715,Jack Frost,1998,12,34562556.0,38928,5.4
30952655,Life of Pi,2012,11,,655089,7.9
22276849,Come Play with Me,1968,,,290,6.0
21045857,Shark in Venice,2008,10,,2090,2.5
25786322,Play Girl,1941,3,,367,6.3
17860153,The Ways of Fate,1913,4,,15,5.0
23895545,The Forty-First,1927,3,,157,6.9
4440221,Zoey 101: Spring Break-Up,2006,3,,377,7.1
13064064,Call of the Flesh,1930,8,,212,5.5
28492594,Sokol Did Not Love Him,1988,,,540,7.6
22966826,Alice in Wonderland,1950,,,855,6.2
4697464,Mad Dog Time,1996,11,107874.0,3624,5.4
4830569,Lights of New York,1928,7,,907,5.7
15380455,War/Dance,2006,,,1194,7.8
35366621,Widows,2011,8,,585,6.3
29753473,Dada,2005,,,20,5.0
24179083,Shri Krishnavataram,1964,,,24,8.0
28785785,Beautiful,2009,,,1732,5.3
20796253,Christmas at Water's Edge,2004,12,,196,5.4
27070440,Midnight in Paris,2011,5,151119219.0,442614,7.6
17008751,Amelia,2009,10,19642013.0,13319,5.8
4589205,Andromedia,1998,,,508,4.7
76619,"What's Opera, Doc?",1957,7,,10347,8.3
6845557,A Little Bit of Fluff,1928,,,12,7.2
22211995,Kola Kolaya Mundhirika,2010,5,,47,6.9
29884802,Butterfly in Grey,2002,,,140,4.7
12427020,Le Grand Chemin,1987,3,,1722,7.3
535969,Paulie,1998,4,26875268.0,15970,6.5
19612707,The Spirit of Culver,1939,3,,33,6.6
15807896,Vultures of the Sea,1928,8,,17,2.2
29648342,Bheemli Kabadi Jattu,2010,7,,301,7.2
34682342,Calvary,2013,,,63217,7.4
7699145,Romie-0 and Julie-8,1979,4,,66,7.1
27863458,Killing Car,1993,,,271,4.1
23790720,Ocean of Pearls,2008,,,313,7.0
15887664,Born to Win,1971,12,,2009,5.7
444267,Legally Blonde,2001,6,141774679.0,237923,6.4
34383775,ATM,2012,2,,25012,4.7
16697504,Satya In Love,2008,3,,15,5.0
4913880,The Safety of Objects,2001,,,4347,6.5
14716888,Sharpshooter,2007,,,1049,4.6
19958360,Mirrors,2008,8,77488607.0,112265,6.1
15502906,The Mystery Ship,1917,12,,26,5.5
23194672,Five and the Skin,1982,6,,89,6.9
18434302,Striporama,1953,10,,73,5.9
18353557,Days and Hours,2004,,,1059,7.7
7189363,Sirf Tum,1999,,,1654,6.2
22644976,Charlotte Sophie Bentinck,1996,,,25,7.4
7305684,Under Suspicion,1981,,,5159,7.6
10660190,Ek Chalis Ki Last Local,2007,5,,5394,7.3
35002906,Bab Sebta,2008,11,,16,7.9
8324446,The Golem and the Dancing Girl,1917,1,,60,7.1
25348662,Gokulathil Seethai,1996,11,,70,7.8
1529272,Gamera vs. Guiron,1969,3,,2947,4.2
14069661,Ditto,1937,2,,135,5.6
10516656,The Crab with the Golden Claws,1947,1,,150,5.7
30690327,Totò Le Mokò,1951,,,515,6.8
24330301,Ballerina,1956,3,,34,6.7
33548975,General Post,1920,3,,20,5.9
974374,Churchill: The Hollywood Years,2004,12,,2572,4.9
29415191,Param Dharam,1987,11,,34,5.6
35319589,The Last Supper,2012,9,,902,5.8
22491933,The Water,2009,,,183,6.7
13229264,He's Just Not That Into You,2009,2,178846899.0,179896,6.4
26178726,Two Sisters from Boston,1946,4,,675,6.6
30607979,Violin,2011,,,96,4.4
13496702,Cross my Heart and Hope to Die,1997,,,682,6.4
34102388,The Newman Shame,1977,,,61,7.1
19659317,The Blue Beads from Greece,1967,2,,725,6.3
25615266,It Takes a Thief,1961,,,357,6.1
32674316,The Best Movie 3,2011,1,,1181,2.8
28325786,The Old Curiosity Shop,1934,,,108,6.2
12782740,Before the Fall,2004,,3764219.0,16824,7.4
4825616,Animal Farm,1981,,,53,6.9
13436659,Cupid Angling,1918,6,,50,7.4
27701108,Hysteria,1965,4,,871,6.0
20195250,Meerabai Not Out,2008,,,96,4.0
33593619,Alice or the Last Escapade,1977,1,,1196,6.7
3985740,Blue Juice,1995,9,,2907,5.1
2309020,Act of Violence,1948,12,,5589,7.5
25281590,Passages,2004,5,,79,7.1
26035123,Vyooham,1990,,,34,6.3
