wiki_ID,char_words,order
3673691,Benny,2.0
10677545,Benny,1.0
1163257,Benny,8.0
19378889,Benny,10.0
6103640,Benny,5.0
503573,Benny,12.0
19939214,Benny,
16738372,Benny,
5051244,Benny,
528069,Benny,3.0
537200,Benny,2.0
234382,Benny,10.0
454223,Benny,8.0
6638546,Benny,12.0
7133616,Benny,5.0
106337,Benny,
21492428,Benny,8.0
26283768,Benny,0.0
725103,Benny,9.0
725103,Benny,40.0
1184167,Benny,5.0
692661,Benny,3.0
24193429,Benny,1.0
27945099,Benny,0.0
4459059,Gibbs,5.0
999394,Gibbs,6.0
2683330,Gibbs,1.0
31368431,Gibbs,0.0
238810,Gibbs,6.0
1395159,Gibbs,0.0
1395159,Gibbs,4.0
1395159,Gibbs,5.0
1395159,Gibbs,6.0
1394722,Gibbs,0.0
1394722,Gibbs,2.0
1394722,Gibbs,4.0
1394722,Gibbs,8.0
17933239,Gibbs,2.0
25297309,Gibbs,1.0
13799824,Gibbs,
20250238,Gibbs,6.0
24314116,Gibbs,4.0
35908571,Gibbs,2.0
1689394,Gibbs,8.0
9447595,Gibbs,7.0
14773122,Gibbs,2.0
24157006,Gibbs,0.0
773973,Gibbs,6.0
312757,Gibbs,4.0
321496,Gibbs,14.0
4206673,Gibbs,0.0
4206673,Gibbs,4.0
4206673,Gibbs,5.0
22457596,Gibbs,23.0
7570243,Gibbs,14.0
975669,Gibbs,
6515729,Gibbs,3.0
20769253,Gibbs,8.0
26508343,Gibbs,19.0
4459059,Elizabeth,3.0
20393685,Elizabeth,4.0
6691690,Elizabeth,9.0
10867115,Elizabeth,1.0
438548,Elizabeth,
438547,Elizabeth,2.0
999394,Elizabeth,2.0
2967115,Elizabeth,1.0
2862798,Elizabeth,2.0
12272453,Elizabeth,1.0
7590753,Elizabeth,0.0
1358544,Elizabeth,1.0
2983249,Elizabeth,3.0
10582947,Elizabeth,
503161,Elizabeth,9.0
1237394,Elizabeth,9.0
4173939,Elizabeth,8.0
156745,Elizabeth,6.0
21922672,Elizabeth,16.0
212090,Elizabeth,0.0
22495943,Elizabeth,7.0
974374,Elizabeth,1.0
2649312,Elizabeth,0.0
1896864,Elizabeth,1.0
7473588,Elizabeth,7.0
33942920,Elizabeth,
6804255,Elizabeth,1.0
34194778,Elizabeth,6.0
8638701,Elizabeth,0.0
17833519,Elizabeth,4.0
474527,Elizabeth,
26462209,Elizabeth,3.0
12429317,Elizabeth,
3048950,Elizabeth,3.0
31920226,Elizabeth,
8513207,Elizabeth,8.0
9593620,Elizabeth,3.0
27391398,Elizabeth,12.0
6640544,Elizabeth,
10823448,Elizabeth,
20189060,Elizabeth,1.0
3920826,Elizabeth,7.0
25555004,Elizabeth,2.0
28560611,Elizabeth,4.0
6487243,Elizabeth,
17089501,Elizabeth,
13903487,Elizabeth,8.0
9467480,Elizabeth,0.0
14137409,Elizabeth,4.0
2367208,Elizabeth,0.0
73488,Elizabeth,1.0
442647,Elizabeth,5.0
14001162,Elizabeth,1.0
9817444,Elizabeth,0.0
6135427,Elizabeth,1.0
3213541,Elizabeth,1.0
2910322,Elizabeth,7.0
20898995,Elizabeth,0.0
20898995,Elizabeth,1.0
8581231,Elizabeth,2.0
11195154,Elizabeth,
3289723,Elizabeth,2.0
8003257,Elizabeth,2.0
11365161,Elizabeth,0.0
10821674,Elizabeth,
15280057,Elizabeth,1.0
14514572,Elizabeth,0.0
9770050,Elizabeth,23.0
2312056,Elizabeth,0.0
18537242,Elizabeth,3.0
1137578,Elizabeth,
57820,Elizabeth,5.0
901489,Elizabeth,1.0
4807263,Elizabeth,0.0
3954720,Elizabeth,3.0
8775362,Elizabeth,2.0
223904,Elizabeth,1.0
2706589,Elizabeth,4.0
203413,Elizabeth,
5735396,Elizabeth,1.0
36422681,Elizabeth,2.0
10071292,Elizabeth,10.0
23924255,Elizabeth,0.0
19755662,Elizabeth,3.0
7146876,Elizabeth,4.0
3737862,Elizabeth,7.0
9305105,Elizabeth,6.0
17424270,Elizabeth,1.0
33097073,Elizabeth,
31960682,Elizabeth,6.0
5662308,Elizabeth,10.0
24452041,Elizabeth,1.0
11142121,Elizabeth,1.0
34914699,Elizabeth,11.0
23981586,Elizabeth,0.0
18521452,Elizabeth,5.0
1749535,Elizabeth,19.0
32987124,Elizabeth,
5764903,Elizabeth,
230546,Elizabeth,1.0
230546,Elizabeth,17.0
9016038,Elizabeth,0.0
2460824,Elizabeth,0.0
26149260,Elizabeth,4.0
88075,Elizabeth,4.0
4385591,Elizabeth,1.0
13031929,Elizabeth,3.0
600820,Elizabeth,2.0
23069508,Elizabeth,0.0
18698236,Elizabeth,8.0
4846576,Elizabeth,10.0
600132,Elizabeth,2.0
630721,Elizabeth,4.0
2236329,Elizabeth,2.0
1689394,Elizabeth,2.0
9170249,Elizabeth,0.0
9663228,Elizabeth,
5367617,Elizabeth,1.0
21344842,Elizabeth,
12632216,Elizabeth,3.0
26717073,Elizabeth,2.0
1096485,Elizabeth,2.0
31690407,Elizabeth,1.0
3043131,Elizabeth,2.0
6934278,Elizabeth,2.0
6954370,Elizabeth,1.0
4744688,Elizabeth,4.0
73376,Elizabeth,5.0
35641836,Elizabeth,10.0
2958168,Elizabeth,
28255978,Elizabeth,2.0
31015973,Elizabeth,2.0
26889567,Elizabeth,3.0
36291706,Elizabeth,1.0
31539054,Elizabeth,2.0
34377191,Elizabeth,2.0
24083094,Elizabeth,0.0
3640544,Elizabeth,5.0
10862318,Elizabeth,
14640694,Elizabeth,
21241505,Elizabeth,9.0
19691543,Elizabeth,5.0
33945544,Elizabeth,2.0
14267135,Elizabeth,6.0
1034728,Elizabeth,2.0
3911312,Elizabeth,6.0
30265620,Elizabeth,3.0
183744,Elizabeth,0.0
321496,Elizabeth,2.0
321496,Elizabeth,22.0
3636035,Elizabeth,
7815867,Elizabeth,2.0
1813912,Elizabeth,
381810,Elizabeth,2.0
27250998,Elizabeth,3.0
27250998,Elizabeth,4.0
9197952,Elizabeth,0.0
9197952,Elizabeth,8.0
4982573,Elizabeth,
27891764,Elizabeth,
1190594,Elizabeth,3.0
11932765,Elizabeth,1.0
6393328,Elizabeth,6.0
19203309,Elizabeth,2.0
1356971,Elizabeth,5.0
8579043,Elizabeth,
1027060,Elizabeth,0.0
1027060,Elizabeth,5.0
14472255,Elizabeth,4.0
2157292,Elizabeth,1.0
2157292,Elizabeth,3.0
779774,Elizabeth,0.0
3946353,Elizabeth,4.0
2918858,Elizabeth,1.0
28960734,Elizabeth,1.0
12521881,Elizabeth,
430788,Elizabeth,2.0
62592,Elizabeth,3.0
1709616,Elizabeth,
29836834,Elizabeth,0.0
3995273,Elizabeth,
594815,Elizabeth,7.0
8031432,Elizabeth,9.0
8031432,Elizabeth,43.0
2279601,Elizabeth,5.0
289591,Elizabeth,2.0
4440206,Elizabeth,0.0
29881508,Elizabeth,1.0
12319656,Elizabeth,2.0
73375,Elizabeth,2.0
10932698,Elizabeth,14.0
2638634,Elizabeth,6.0
6856839,Elizabeth,3.0
246559,Elizabeth,13.0
28174450,Elizabeth,0.0
6257009,Elizabeth,1.0
17243817,Elizabeth,1.0
4758386,Elizabeth,0.0
26857099,Elizabeth,10.0
20694601,Elizabeth,
2001717,Elizabeth,1.0
22071969,Elizabeth,16.0
11770563,Elizabeth,1.0
45126,Elizabeth,6.0
45126,Elizabeth,24.0
17183671,Elizabeth,13.0
29399210,Elizabeth,0.0
19594199,Elizabeth,
14235369,Elizabeth,7.0
35610105,Elizabeth,3.0
27947883,Elizabeth,10.0
44366,Elizabeth,16.0
6961461,Elizabeth,5.0
6961461,Elizabeth,22.0
25339778,Elizabeth,5.0
142461,Elizabeth,0.0
13949859,Elizabeth,2.0
31176,Elizabeth,
16011687,Elizabeth,
32786862,Elizabeth,
15752401,Elizabeth,0.0
31246560,Elizabeth,
31727546,Elizabeth,
6899017,Elizabeth,1.0
21423623,Elizabeth,2.0
19161352,Elizabeth,
4010174,Elizabeth,
1494750,Elizabeth,3.0
768526,Elizabeth,9.0
23123952,Elizabeth,0.0
23123952,Elizabeth,6.0
4829230,Elizabeth,1.0
4767200,Elizabeth,0.0
4767200,Elizabeth,9.0
9328915,Elizabeth,1.0
5186681,Elizabeth,2.0
25129766,Elizabeth,1.0
31775043,Elizabeth,0.0
1473007,Elizabeth,3.0
25080984,Elizabeth,2.0
25080984,Elizabeth,8.0
1307241,Elizabeth,1.0
11970651,Elizabeth,2.0
29454281,Elizabeth,6.0
27891311,Elizabeth,9.0
17901762,Elizabeth,8.0
27079761,Elizabeth,5.0
2258378,Elizabeth,6.0
31176974,Elizabeth,0.0
2649257,Elizabeth,0.0
9617369,Elizabeth,5.0
6542034,Elizabeth,0.0
6542034,Elizabeth,6.0
3105223,Elizabeth,7.0
15223564,Elizabeth,0.0
7765621,Elizabeth,0.0
2153973,Elizabeth,
19417127,Elizabeth,2.0
31147066,Elizabeth,8.0
19738112,Elizabeth,0.0
3213691,Elizabeth,5.0
32393429,Elizabeth,2.0
3083330,Elizabeth,2.0
16877039,Elizabeth,0.0
308430,Elizabeth,9.0
23501520,Elizabeth,1.0
1246394,Elizabeth,3.0
1246394,Elizabeth,25.0
6698438,Elizabeth,3.0
967721,Elizabeth,1.0
19625929,Elizabeth,
4459059,Gardner,
2162986,Gardner,0.0
2162986,Gardner,1.0
2162986,Gardner,2.0
1290721,Gardner,0.0
30247229,Gardner,1.0
7226484,Gardner,
22152245,Gardner,
543433,Gardner,7.0
1637570,Gardner,0.0
12111728,Gardner,1.0
12111728,Gardner,3.0
1141438,Gardner,2.0
12535147,Gardner,0.0
12535147,Gardner,3.0
19069276,Gardner,4.0
14433451,Gardner,0.0
18892402,Gardner,5.0
33740115,Gardner,1.0
3210077,Gardner,6.0
3357705,Gardner,6.0
26008677,Gardner,3.0
3316533,Gardner,0.0
3316533,Gardner,3.0
74830,Gardner,10.0
7920068,Gardner,3.0
7920068,Gardner,8.0
7920068,Gardner,17.0
7920068,Gardner,18.0
7920068,Gardner,49.0
1113205,Gardner,
12344891,Gardner,2.0
14710275,Gardner,
14500944,Gardner,0.0
4459059,Jacqueline,7.0
16283621,Jacqueline,
2571942,Jacqueline,12.0
816862,Jacqueline,5.0
816862,Jacqueline,28.0
5016250,Jacqueline,
28621291,Jacqueline,
19780194,Jacqueline,0.0
4738713,Jacqueline,4.0
34415528,Jacqueline,0.0
1129041,Jacqueline,13.0
14055212,Jacqueline,0.0
22486844,Jacqueline,9.0
1328254,Jacqueline,2.0
20700852,Jacqueline,2.0
10090870,Jacqueline,0.0
1961084,Jacqueline,1.0
28151121,Jacqueline,12.0
21211718,Jacqueline,8.0
422428,Jacqueline,8.0
4069274,Vera,0.0
32936721,Vera,3.0
619956,Vera,6.0
619956,Vera,15.0
19777150,Vera,3.0
2077360,Vera,6.0
28631157,Vera,
7162122,Vera,1.0
299016,Vera,2.0
1059701,Vera,6.0
33388086,Vera,10.0
26261438,Vera,9.0
24050709,Vera,1.0
35571425,Vera,12.0
7439862,Vera,
5105287,Vera,1.0
36000792,Vera,
13931836,Vera,16.0
26733660,Vera,0.0
1367498,Vera,1.0
21136555,Vera,3.0
1297472,Vera,0.0
24162645,Vera,0.0
7412453,Vera,
9976141,Vera,8.0
7471088,Vera,0.0
7385574,Vera,
26286140,Vera,8.0
9956825,Vera,0.0
14645904,Vera,19.0
2346581,Vera,6.0
2891096,Vera,8.0
3583342,Vera,4.0
5589362,Vera,8.0
27649189,Vera,7.0
18931926,Vera,
28799096,Vera,5.0
4213154,Vera,4.0
703687,Vera,11.0
23543382,Vera,8.0
21243273,Vera,4.0
8891457,Vera,1.0
1441031,Vera,14.0
23432334,Vera,3.0
8379071,Vera,
18188932,Vera,2.0
6304360,Vera,4.0
5146327,Vera,2.0
21968479,Vera,2.0
513090,Vera,
20636989,Vera,
29988111,Vera,1.0
2015043,Vera,3.0
261023,Vera,18.0
20033895,Vera,8.0
19860382,Vera,3.0
25853460,Vera,3.0
397310,Vera,7.0
13931147,Vera,6.0
2835630,Vera,2.0
8432831,Vera,1.0
9807797,Vera,
30771695,Vera,2.0
675574,Vera,3.0
11669482,Vera,3.0
10510478,Vera,8.0
20401848,Vera,
3999301,Vera,2.0
21249961,Vera,9.0
10017331,Vera,7.0
31806834,Vera,10.0
451062,Vera,11.0
1873637,Vera,6.0
4069274,Barrie,0.0
4069274,Barrie,9.0
1045457,Barrie,0.0
1045457,Barrie,5.0
15380706,Barrie,0.0
15380706,Barrie,2.0
15380706,Barrie,10.0
15380706,Barrie,11.0
7914630,Barrie,2.0
7914630,Barrie,5.0
14570672,Barrie,0.0
4069274,Alexandra,9.0
3242877,Alexandra,0.0
8175858,Alexandra,0.0
8175858,Alexandra,5.0
2857073,Alexandra,
577152,Alexandra,20.0
1164538,Alexandra,10.0
25665895,Alexandra,6.0
473268,Alexandra,8.0
14873897,Alexandra,1.0
462452,Alexandra,
29432361,Alexandra,13.0
27713939,Alexandra,1.0
16305665,Alexandra,
2972316,Alexandra,1.0
169202,Alexandra,19.0
169202,Alexandra,47.0
36245692,Alexandra,7.0
27376549,Alexandra,1.0
255858,Alexandra,
99464,Alexandra,1.0
22642981,Alexandra,0.0
24505995,Alexandra,0.0
12307993,Alexandra,
2593362,Alexandra,5.0
14142826,Alexandra,0.0
4431972,Alexandra,
5526366,Alexandra,1.0
98019,Alexandra,0.0
28190354,Alexandra,
21855058,Alexandra,14.0
21181180,Alexandra,2.0
26857099,Alexandra,1.0
17123071,Alexandra,1.0
18832639,Alexandra,1.0
27947883,Alexandra,
17111194,Alexandra,1.0
15966514,Alexandra,0.0
21869908,Alexandra,
21062404,Alexandra,
754323,Alexandra,7.0
18123554,Alexandra,1.0
143483,Alexandra,8.0
22271345,Laura,0.0
74871,Laura,0.0
18436536,Laura,4.0
2980843,Laura,6.0
33417831,Laura,9.0
25350982,Laura,0.0
1853921,Laura,5.0
12697527,Laura,
2417417,Laura,0.0
19068826,Laura,
11558326,Laura,22.0
12139569,Laura,8.0
27478552,Laura,7.0
19942818,Laura,12.0
11744739,Laura,2.0
8846610,Laura,1.0
23663192,Laura,2.0
21250867,Laura,2.0
24886396,Laura,
4110734,Laura,11.0
2513894,Laura,2.0
21704088,Laura,0.0
22030425,Laura,2.0
34037117,Laura,6.0
1992647,Laura,0.0
29679260,Laura,10.0
5735181,Laura,1.0
2010815,Laura,0.0
27875695,Laura,
21452659,Laura,6.0
2160467,Laura,
3183207,Laura,5.0
5881470,Laura,1.0
42225,Laura,8.0
106359,Laura,1.0
3257958,Laura,4.0
1728600,Laura,16.0
454718,Laura,5.0
6172917,Laura,13.0
673599,Laura,3.0
9170426,Laura,4.0
3048122,Laura,0.0
1266043,Laura,17.0
75270,Laura,2.0
9015828,Laura,1.0
6559084,Laura,1.0
5257678,Laura,0.0
704406,Laura,2.0
1064260,Laura,0.0
3123893,Laura,10.0
472870,Laura,10.0
1192770,Laura,15.0
14618858,Laura,1.0
33025020,Laura,1.0
18060738,Laura,3.0
32450833,Laura,
9718353,Laura,1.0
25168776,Laura,3.0
24961327,Laura,0.0
28134916,Laura,1.0
28134916,Laura,27.0
31462588,Laura,
4476914,Laura,5.0
34773675,Laura,
29399912,Laura,2.0
17062684,Laura,1.0
24156927,Laura,1.0
1212256,Laura,3.0
27694404,Laura,17.0
1904012,Laura,2.0
25367068,Laura,3.0
25367068,Laura,8.0
28000044,Laura,10.0
5253337,Laura,0.0
5127878,Laura,
10359436,Laura,0.0
4238834,Laura,2.0
1712963,Laura,5.0
26120493,Laura,
4039802,Laura,
3080716,Laura,7.0
884536,Laura,1.0
4532642,Laura,1.0
4532642,Laura,6.0
22547614,Laura,13.0
36582283,Laura,3.0
21340342,Laura,1.0
8187258,Laura,4.0
35987367,Laura,4.0
26315867,Laura,1.0
945029,Laura,2.0
19360778,Laura,2.0
23015651,Laura,7.0
9947055,Laura,5.0
1589300,Laura,1.0
2891096,Laura,0.0
27376549,Laura,4.0
3767085,Laura,5.0
70508,Laura,0.0
16073332,Laura,
13902854,Laura,1.0
12401107,Laura,
34135905,Laura,1.0
736200,Laura,1.0
1588102,Laura,3.0
13366475,Laura,1.0
3511622,Laura,3.0
5403512,Laura,9.0
2256097,Laura,1.0
30250668,Laura,1.0
21488473,Laura,11.0
25245866,Laura,2.0
2046735,Laura,1.0
407178,Laura,2.0
19078976,Laura,2.0
27123043,Laura,0.0
22352204,Laura,2.0
22225351,Laura,2.0
27169774,Laura,1.0
2172927,Laura,
26180499,Laura,1.0
24159097,Laura,4.0
3549346,Laura,3.0
1554502,Laura,
7307622,Laura,0.0
6342627,Laura,
4710606,Laura,5.0
35986568,Laura,4.0
7636003,Laura,1.0
8354866,Laura,1.0
20985242,Laura,
468326,Laura,4.0
26814445,Laura,1.0
434542,Laura,7.0
12117643,Laura,5.0
15296215,Laura,8.0
15296215,Laura,10.0
17828591,Laura,
29026343,Laura,17.0
24841297,Laura,
1131961,Laura,1.0
27326285,Laura,0.0
3448460,Laura,3.0
22699899,Laura,
3350098,Laura,1.0
594295,Laura,3.0
689763,Laura,3.0
245515,Laura,0.0
1105278,Laura,4.0
1336117,Laura,2.0
5569730,Laura,1.0
5600651,Laura,1.0
86533,Laura,5.0
2436901,Laura,2.0
1190594,Laura,6.0
26118640,Laura,1.0
18178898,Laura,0.0
17830752,Laura,5.0
31245082,Laura,
15352210,Laura,1.0
749718,Laura,
31838471,Laura,2.0
1241914,Laura,35.0
24166571,Laura,
7031132,Laura,2.0
17938594,Laura,1.0
35644786,Laura,2.0
939203,Laura,94.0
2957178,Laura,2.0
19560911,Laura,
144415,Laura,2.0
686022,Laura,1.0
3722896,Laura,2.0
1950620,Laura,0.0
13998597,Laura,5.0
1580932,Laura,2.0
1640736,Laura,7.0
26516562,Laura,4.0
5977810,Laura,
11343103,Laura,2.0
1365688,Laura,5.0
5909788,Laura,1.0
10501623,Laura,11.0
5174138,Laura,10.0
20692991,Laura,2.0
19920152,Laura,4.0
5109579,Laura,2.0
6804178,Laura,1.0
18904723,Laura,
2748709,Laura,2.0
1623267,Laura,2.0
10977,Laura,1.0
26783359,Laura,6.0
22907524,Laura,2.0
22907524,Laura,3.0
2018960,Laura,3.0
5099233,Laura,1.0
12611406,Laura,5.0
23107879,Laura,11.0
16652785,Laura,0.0
34847119,Laura,2.0
1405697,Laura,0.0
28099386,Laura,7.0
6369086,Laura,9.0
32477039,Laura,
799030,Laura,5.0
15023404,Laura,4.0
33204649,Laura,2.0
12139040,Laura,0.0
27707389,Laura,1.0
26943211,Laura,
28245273,Laura,12.0
34602448,Laura,2.0
24956484,Laura,2.0
31703944,Laura,0.0
3277789,Laura,24.0
3326435,Laura,0.0
435566,Laura,12.0
24518077,Laura,1.0
160047,Laura,1.0
11223,Laura,12.0
29086431,Laura,4.0
9787696,Laura,2.0
34461601,Laura,
22927128,Laura,5.0
2572919,Laura,3.0
24157484,Laura,
217800,Laura,9.0
3276167,Laura,10.0
27172089,Laura,9.0
21997257,Laura,2.0
9263475,Laura,1.0
27440393,Laura,0.0
7605182,Laura,7.0
802732,Laura,
2421509,Laura,6.0
23258338,Laura,0.0
21191163,Laura,4.0
924767,Laura,0.0
920296,Laura,3.0
26508343,Laura,1.0
17080283,Laura,
21450904,Laura,1.0
528780,Laura,6.0
18546797,Laura,3.0
66841,Laura,11.0
31649395,Laura,
5667692,Laura,
454812,Laura,9.0
22271345,Berni,2.0
26205476,Eileen,0.0
18892941,Eileen,3.0
4750927,Eileen,9.0
7734862,Eileen,0.0
24034310,Eileen,2.0
24725226,Eileen,11.0
1781790,Eileen,
14695924,Eileen,3.0
29019414,Eileen,3.0
32683481,Eileen,
30993068,Eileen,3.0
9148825,Eileen,
5828197,Eileen,
25102073,Eileen,10.0
3624815,Eileen,1.0
26132673,Eileen,0.0
25594421,Eileen,14.0
25507665,Eileen,
27784762,Eileen,2.0
18917940,Eileen,12.0
129542,Eileen,10.0
4409112,Eileen,
3089982,Eileen,10.0
22156853,Eileen,3.0
24066535,Eileen,0.0
5566343,Eileen,12.0
6804473,Eileen,1.0
2567839,Eileen,4.0
92596,Eileen,1.0
26167347,Eileen,1.0
193862,Eileen,12.0
30050474,Eileen,0.0
1141059,Eileen,1.0
5578994,Eileen,1.0
21089512,Eileen,5.0
6902699,Eileen,1.0
19203279,Eileen,1.0
12706663,Eileen,6.0
20872873,Eileen,
10483327,Eileen,3.0
15899775,Eileen,3.0
5008724,Bharat,0.0
14830015,Bharat,
15464779,Bharat,
30164669,Bharat,0.0
11664293,Bharat,0.0
33185867,Bharat,0.0
26803725,Bharat,5.0
36806453,Bharat,
13713940,Bharat,
5090209,Bharat,0.0
10792059,Bharat,
10999486,Bharat,6.0
4567706,Bharat,
24128069,Bharat,1.0
30746644,Bharat,
10640990,Bharat,0.0
5008724,Preeti,2.0
3264802,Preeti,3.0
1793072,Preeti,2.0
24289263,Preeti,1.0
8437284,Preeti,
13035093,Preeti,9.0
274258,Preeti,9.0
31772080,Preeti,2.0
23968034,Preeti,3.0
27434903,Preeti,2.0
22899710,Preeti,1.0
4736948,Preeti,2.0
11137167,Preeti,
11186374,Preeti,5.0
13029374,Preeti,7.0
20879433,Preeti,
15383895,Preeti,4.0
4457586,Preeti,1.0
21787356,Preeti,0.0
21394229,Preeti,
21435933,Preeti,
27471906,Preeti,3.0
14173282,Preeti,1.0
14656708,Preeti,3.0
18206094,Preeti,6.0
9024786,Preeti,1.0
1897047,Preeti,10.0
13649283,Preeti,1.0
23467297,Preeti,4.0
4526503,Preeti,6.0
2518527,Preeti,4.0
7468020,Preeti,
5008724,Omkar,3.0
33626090,Omkar,1.0
3030953,Omkar,9.0
33031065,Omkar,
5008724,Guru,5.0
3264802,Guru,0.0
17214118,Guru,0.0
6004372,Guru,
10048256,Guru,
5841657,Guru,7.0
19652797,Guru,0.0
6504325,Guru,4.0
19286389,Guru,
28631198,Guru,
33268353,Guru,12.0
23398349,Guru,0.0
16179665,Guru,1.0
16258940,Guru,
12918906,Guru,0.0
12918906,Guru,10.0
12918906,Guru,11.0
10848177,Guru,0.0
25456496,Guru,0.0
24083094,Guru,13.0
27488027,Guru,3.0
9450708,Guru,14.0
33315170,Guru,0.0
13864079,Guru,
9427346,Guru,
10619849,Guru,0.0
23502201,Guru,
593127,Guru,7.0
8465510,Guru,0.0
33066426,Guru,3.0
5008724,Shankar,12.0
35754579,Shankar,1.0
1829909,Shankar,9.0
20903086,Shankar,
8843403,Shankar,1.0
642013,Shankar,6.0
642013,Shankar,9.0
2411513,Shankar,
5179089,Shankar,0.0
6958567,Shankar,2.0
6958567,Shankar,3.0
12611336,Shankar,0.0
24289263,Shankar,
20581095,Shankar,
15416641,Shankar,
5115147,Shankar,0.0
18279525,Shankar,0.0
18279525,Shankar,4.0
5872569,Shankar,0.0
18482025,Shankar,7.0
8208317,Shankar,0.0
10572944,Shankar,0.0
10629045,Shankar,
11135832,Shankar,8.0
10620414,Shankar,3.0
9678972,Shankar,
3356331,Shankar,
4316737,Shankar,
15016234,Shankar,
8356812,Shankar,0.0
15790575,Shankar,1.0
7818551,Shankar,
5767035,Shankar,
815934,Shankar,0.0
20904097,Shankar,0.0
3863665,Shankar,2.0
12115338,Shankar,0.0
20903260,Shankar,
15433387,Shankar,
2161222,Shankar,1.0
1973848,Shankar,1.0
36531340,Shankar,
11391909,Shankar,1.0
7265427,Shankar,
11521879,Shankar,
4400660,Shankar,
6436682,Shankar,
25420188,Shankar,6.0
33508772,Shankar,2.0
9067968,Shankar,2.0
11745640,Shankar,
6947418,Shankar,0.0
31197003,Shankar,4.0
25924200,Shankar,
10595765,Shankar,
23580343,Shankar,
28043106,Shankar,2.0
30245707,Shankar,2.0
20591589,Shankar,0.0
20581409,Shankar,0.0
29800724,Shankar,0.0
9034031,Shankar,3.0
11373959,Shankar,
5747371,Shankar,
5915777,Shankar,3.0
9001270,Shankar,
6574608,Shankar,
20904056,Shankar,0.0
4186543,Shankar,6.0
13761516,Shankar,8.0
10531283,Shankar,7.0
10619849,Shankar,0.0
8774064,Shankar,
32345990,Shankar,0.0
20903253,Shankar,
2236468,Shankar,
16166605,Shankar,
11517618,Shankar,0.0
25230351,Shankar,
3915448,Shankar,1.0
29259560,Shankar,3.0
25893588,Shankar,2.0
20379334,Shankar,
2614244,Shankar,0.0
9542797,Shankar,
11481973,Shankar,3.0
33301923,Shankar,
33215574,Shankar,
16011687,Shankar,
7335167,Shankar,6.0
11373575,Shankar,4.0
23502908,Shankar,
10638405,Shankar,7.0
1399836,Shankar,1.0
4579172,Shankar,0.0
25157226,Shankar,
14862686,Shankar,0.0
9005101,Shankar,
31406987,Shankar,
10016740,Shankar,2.0
21363754,Shankar,
11143123,Shankar,
14136794,Shankar,
6909569,Shankar,0.0
6909569,Shankar,4.0
6028988,Shankar,0.0
3244159,Shankar,
30244786,Shankar,
11055749,Shankar,0.0
11055749,Shankar,4.0
28429739,Shankar,2.0
8658217,Shankar,4.0
13082491,Shankar,
10703375,Shankar,
20903335,Shankar,0.0
20581327,Shankar,0.0
30575,Cole,0.0
30575,Cole,18.0
1128108,Cole,0.0
1128108,Cole,1.0
1128108,Cole,4.0
1871167,Cole,0.0
1871167,Cole,4.0
6691690,Cole,2.0
32330027,Cole,2.0
32330027,Cole,33.0
32330027,Cole,69.0
1841530,Cole,5.0
1176717,Cole,9.0
3641811,Cole,
1312584,Cole,1.0
24225514,Cole,7.0
9703081,Cole,11.0
20596726,Cole,
657446,Cole,5.0
657446,Cole,11.0
657446,Cole,33.0
657446,Cole,34.0
10433895,Cole,6.0
29656423,Cole,1.0
29656423,Cole,14.0
5191439,Cole,4.0
1117266,Cole,5.0
30582,Cole,1.0
3570614,Cole,13.0
26224556,Cole,16.0
4335073,Cole,0.0
4335073,Cole,3.0
4335073,Cole,4.0
4335073,Cole,5.0
4335073,Cole,6.0
4335073,Cole,7.0
873469,Cole,7.0
854045,Cole,0.0
695283,Cole,3.0
2138340,Cole,2.0
22993733,Cole,16.0
113651,Cole,3.0
20756695,Cole,4.0
1530223,Cole,1.0
1530223,Cole,12.0
1530223,Cole,13.0
1530223,Cole,14.0
16486830,Cole,
1339188,Cole,7.0
460605,Cole,0.0
4377259,Cole,10.0
2256097,Cole,7.0
12207260,Cole,1.0
16595579,Cole,10.0
129542,Cole,10.0
499810,Cole,13.0
26717073,Cole,5.0
12433713,Cole,2.0
1524596,Cole,3.0
8354866,Cole,7.0
6966944,Cole,2.0
18725026,Cole,11.0
1364187,Cole,0.0
20004625,Cole,4.0
3137903,Cole,0.0
16606034,Cole,
6152065,Cole,2.0
12144422,Cole,0.0
12144422,Cole,1.0
12144422,Cole,5.0
12144422,Cole,12.0
3161156,Cole,0.0
29139393,Cole,
958640,Cole,3.0
1346469,Cole,0.0
695266,Cole,3.0
18162839,Cole,0.0
1786421,Cole,3.0
1786421,Cole,4.0
1786421,Cole,12.0
6321252,Cole,0.0
6321252,Cole,12.0
15747276,Cole,
4908353,Cole,5.0
67427,Cole,0.0
67427,Cole,4.0
30271101,Cole,5.0
20073988,Cole,
11845883,Cole,2.0
7126896,Cole,1.0
19161766,Cole,4.0
19161766,Cole,5.0
4087825,Cole,1.0
14411595,Cole,1.0
14617763,Cole,3.0
30863940,Cole,2.0
6880278,Cole,0.0
2024030,Cole,2.0
3951914,Cole,0.0
560837,Cole,4.0
928529,Cole,7.0
30050508,Cole,0.0
3417075,Cole,2.0
20832949,Cole,
666948,Cole,12.0
302491,Cole,2.0
1123132,Cole,5.0
616554,Cole,2.0
15398161,Cole,1.0
25850303,Cole,0.0
651322,Cole,0.0
780873,Cole,9.0
30575,Kathryn,1.0
24449669,Kathryn,2.0
2619009,Kathryn,3.0
1173339,Kathryn,1.0
3447112,Kathryn,0.0
238810,Kathryn,2.0
