wiki_ID,genre
25506,Biopic [feature]
25506,New Hollywood
25506,Black-and-white
25506,Biography
25506,Neo-noir
25506,Sports
25506,Period piece
25506,Biographical film
26541,Crime Comedy
26541,Comedy
26541,Action
26541,Science Fiction
26541,Cult
26922,Drama
27079,Action
27079,Adventure
27079,Science Fiction
27097,Time travel
27097,Adventure
27097,Action
27097,Science Fiction
27097,Thriller
27098,Science Fiction
27098,Action
27098,Adventure
27098,Thriller
27098,Family Film
28269,Ensemble Film
28269,Action
28269,War film
28269,Drama
28269,History
28269,Combat Films
28327,Thriller
28327,Science Fiction
28327,Action
28327,Sci-Fi Adventure
28327,Adventure
28623,Crime Fiction
28623,Art film
28623,World cinema
28623,War film
28623,Thriller
28623,Drama
29645,Horror
29645,Thriller
29645,Mystery
29781,Horror
29781,Thriller
29781,Mystery
29781,Cult
29782,Cult
29782,Crime Fiction
29782,Screwball comedy
29782,Indie
29782,Buddy film
29782,Comedy
29782,Crime Comedy
29782,Stoner film
29785,Thriller
29785,Action Thrillers
29785,Action
29785,Buddy film
29942,Romance Film
29942,Comedy
29942,Drama
29943,Teen
29943,Coming of age
29943,Ensemble Film
29943,Comedy
29943,Drama
29943,Comedy-drama
30000,New Hollywood
30000,Drama
30000,Psychological thriller
30000,Existentialism
30000,Crime Fiction
30000,Thriller
30006,Thriller
30006,Horror
30006,Psychological thriller
30006,Crime Fiction
30006,Suspense
30006,Drama
30006,Crime Thriller
30006,LGBT
30007,Thriller
30007,Science Fiction
30007,Action/Adventure
30007,Adventure
30007,Doomsday film
30007,Existentialism
30007,Action
30007,Martial Arts Film
30039,Documentary
30039,Culture & Society
30039,World cinema
30039,Political cinema
30039,War film
30039,Propaganda film
30039,Black-and-white
30086,Horror
30086,Science Fiction
30275,Horror
30275,Zombie Film
30275,Mystery
30275,Doomsday film
30275,Splatter film
30275,Black-and-white
30275,Cult
30275,Indie
30327,Stop motion
30327,Doomsday film
30327,Time travel
30327,Indie
30327,Science Fiction
30327,Thriller
30327,Action/Adventure
30327,Action
30515,Action/Adventure
30515,Drama
30515,Western
30515,Epic Western
30515,Romance Film
30524,Romantic drama
30524,Political drama
30524,War film
30524,Drama
30524,World cinema
30524,Romance Film
30575,Psychological thriller
30575,Science Fiction
30575,Future noir
30575,Doomsday film
30575,Airplanes and airports
30575,Dystopia
30575,Time travel
30575,Drama
30575,Apocalyptic and post-apocalyptic fiction
30575,Thriller
30575,Mystery
30581,Drama
30581,Political thriller
30581,Crime Thriller
30581,Indie
30581,Japanese Movies
30581,LGBT
30581,Thriller
30582,Drama
30582,Suspense
30582,Thriller
30582,Horror
30582,Supernatural
30582,Childhood Drama
30582,Psychological thriller
30625,Escape Film
30625,Prison film
30625,Buddy film
30625,Crime Fiction
30625,Drama
30625,Prison
30674,Bollywood
30674,Thriller
30674,World cinema
30674,Political drama
30674,Drama
30674,Political thriller
30809,Mystery
30809,Science Fiction
30809,Thriller
30809,Horror
31079,Romance Film
31079,Drama
31079,Romantic drama
31079,Romantic comedy
31079,Comedy
31136,Biography
31136,Film & Television History
31136,Film
31136,Documentary
31136,Indie
31136,Culture & Society
31153,Action
31153,Adventure
31153,Children's/Family
31153,Fairy tale
31153,Fantasy
31153,Comedy
31153,Adventure Comedy
31153,Family Film
31153,Romance Film
31176,Romantic comedy
31176,Comedy
31193,Mystery
31193,Science Fiction
31193,Thriller
31193,Drama
31351,Adventure
31351,Biography
31351,Existentialism
31351,Americana
31351,Drama
31351,Road movie
31371,Japanese Movies
31371,Existentialism
31371,Art film
31371,World cinema
31371,Black-and-white
31371,Ensemble Film
31371,Historical drama
31371,Period piece
31371,Drama
31371,Action/Adventure
31371,Samurai cinema
31556,Action/Adventure
31556,Western
31556,Drama
31557,Spaghetti Western
31557,Action
31557,War film
31557,Epic Western
31557,Action/Adventure
31557,Western
31557,Revisionist Western
31557,World cinema
31607,Television movie
31607,Drama
31607,Science Fiction
31629,Drama
31629,Dystopia
31629,War film
31629,Nuclear warfare
31629,Doomsday film
31629,Disaster
31908,Adventure
31908,Existentialism
31908,Road movie
31908,Science Fiction
31908,Drama
32252,Thriller
32252,Superhero
32252,Psychological thriller
32252,Supernatural
32252,Superhero movie
32252,Science Fiction
32252,Action/Adventure
32252,Suspense
32260,Action/Adventure
32260,Thriller
32260,Action
32260,Combat Films
32260,War film
32260,Adventure
33121,Romantic fantasy
33121,Romance Film
33121,World cinema
33121,Romantic drama
33121,Fantasy
33121,Drama
33124,Drama
33124,Black-and-white
33124,World cinema
33124,Art film
33270,Romance Film
33270,Drama
33270,Comedy
33270,Romantic comedy
33446,Drama
33446,Epic
33446,World cinema
33446,War film
33446,Action
33560,Animation
33560,Indie
33560,Short Film
34130,Science Fiction
34130,Thriller
37068,Doomsday film
37068,Short Film
37068,Drama
37068,War film
37599,Crime Thriller
37599,Gangster Film
37599,Crime Fiction
37599,Thriller
37599,Political drama
37599,Drama
38088,Indie
38088,Experimental film
38088,Political cinema
38088,Documentary
38088,Avant-garde
38088,Essay Film
39311,Drama
39311,Thriller
39311,Mystery
39311,Biography
39311,History
40672,Action
40672,Crime Thriller
40672,Drama
40672,Thriller
40672,Action/Adventure
40672,Coming of age
40672,Buddy film
40672,Crime Fiction
40672,World cinema
40672,Indie
41528,Coming of age
41528,Romance Film
41528,Romantic drama
41528,War film
41528,Drama
41528,Comedy film
41881,LGBT
41881,Drama
41881,Comedy-drama
41881,Black-and-white
41881,Black comedy
42093,Black-and-white
42093,Drama
42093,Romance Film
42106,Thriller
42106,Suspense
42106,Crime Fiction
42106,Film noir
42106,Crime Thriller
42106,Black-and-white
42106,Drama
42137,Family Film
42137,Drama
42137,Adventure
42137,Romance Film
42147,Drama
42147,Buddy film
42159,War film
42159,Americana
42159,Drama
42159,Epic
42159,Black-and-white
42159,Ensemble Film
42159,Family Drama
42221,Drama
42221,Short Film
42222,Comedy
42222,Drama
42222,Romance Film
42224,Romantic drama
42224,Drama
42224,Romance Film
42224,Family Film
42224,Comedy
42224,Coming of age
42224,Film adaptation
42224,Family Drama
42224,Road movie
42224,Comedy-drama
42225,Romance Film
42225,Comedy
42225,Musical
42225,Musical comedy
42225,Indie
42225,Ensemble Film
42225,Romantic comedy
42293,Romantic drama
42293,Drama
42293,Epic
42293,War film
42293,Film adaptation
42293,Romance Film
42294,Film noir
42294,Addiction Drama
42294,Film adaptation
42294,Social problem film
42294,Drama
42313,Thriller
42313,Crime Fiction
42313,Horror
42313,Mystery
42361,Black-and-white
42361,Drama
42361,Crime Fiction
42361,Romance Film
42383,Comedy
42383,Drama
42383,Religious Film
42383,Musical
42383,Christian film
42383,Musical Drama
42383,Music
42507,Crime Fiction
42507,Drama
42507,Indie
42507,Psychological thriller
42856,War film
42856,Adventure
42856,Ensemble Film
42856,Drama
42861,Black-and-white
42861,Epic
42861,Indie
42861,Silent film
42861,Documentary
42861,Drama
42886,Thriller
42886,Romance Film
42886,Film noir
42886,Drama
42886,Future noir
42886,Science Fiction
42886,Dystopia
42993,Sci-Fi Adventure
42993,Family Film
42993,Time travel
42993,Comedy
42993,Humour
42993,Americana
42993,Adventure
42993,Science Fiction
43307,Drama
43307,Action/Adventure
43307,Suspense
43307,War film
43307,Action
43307,History
43307,Action Thrillers
43307,Thriller
43307,Period piece
43307,Political drama
43452,Historical fiction
43452,War film
43452,Drama
43452,Action/Adventure
43452,Epic
43452,Roadshow theatrical release
43452,Adventure
43452,Biographical film
43452,Action
43452,British Empire Film
43452,Costume drama
43452,LGBT
43566,Drama
43566,Thriller
43566,Crime Fiction
43566,Action/Adventure
43566,Psychological thriller
43566,Heist
43566,Crime Thriller
43566,Action
43849,Comedy-drama
43849,Romantic comedy
43849,Romance Film
43849,Workplace Comedy
43849,Drama
43849,Black-and-white
43849,Comedy
44122,Romance Film
44122,Romantic drama
44122,LGBT
44122,Existentialism
44122,Satire
44122,Drama
44122,Comedy
44122,Black comedy
44210,Black-and-white
44210,Biopic [feature]
44210,Biographical film
44210,Political drama
44210,Biography
44210,Drama
44218,Black-and-white
44218,Natural disaster
44218,Drama
44218,Romance Film
44218,Disaster
44283,Epic
44283,Christian film
44283,Drama
44283,Biopic [feature]
44302,World cinema
44302,Fantasy
44302,Romantic drama
44302,Romantic comedy
44302,Drama
44302,Comedy
44302,Romance Film
44366,Comedy
44366,Drama
44366,Romance Film
44366,Romantic drama
44437,Backstage Musical
44437,Biography
44437,Musical
44437,Biopic [feature]
44437,Period piece
44437,Drama
44437,Black-and-white
44437,Musical Drama
44437,Biographical film
44457,Romantic comedy
44457,Comedy
44457,Romance Film
44501,Action/Adventure
44501,Drama
44501,Adventure
44501,Airplanes and airports
44696,Black-and-white
44696,Pre-Code
44696,Romance Film
44696,Comedy
44696,Road movie
44696,Screwball comedy
44696,Romantic comedy
44749,Action/Adventure
44749,Western
44749,Action
44749,Adventure
44749,Black-and-white
44752,Drama
44752,Pre-Code
44752,Black-and-white
44752,Melodrama
44752,Ensemble Film
44752,Crime Fiction
44752,Romantic drama
44771,Musical
45126,Costume drama
45126,Historical fiction
45126,Drama
45126,Marriage Drama
45126,Romance Film
45126,Romantic drama
45126,Period piece
45224,Absurdism
45224,Screwball comedy
45224,Comedy
45224,Black-and-white
45224,Musical
45224,Pre-Code
45242,Drama
45242,Romantic drama
45242,Period piece
45242,Biography
45242,Biographical film
45242,Political drama
45242,Romance Film
45242,New Hollywood
45242,War film
45481,Thriller
45481,Drama
45481,Mystery
45481,Science Fiction
45488,World cinema
45488,Silent film
45488,Drama
45488,Indie
45488,Black-and-white
45568,Drama
45568,Science Fiction
45568,Thriller
45606,Film adaptation
45606,Adventure
45606,Buddy film
45606,Drama
45772,Boxing
45772,Drama
45772,Romance Film
45772,Action
45772,New Hollywood
45772,Sports
46387,Black-and-white
46387,Horror
46505,Airplanes and airports
46505,Romance Film
46505,Disaster
46505,Parody
46505,Ensemble Film
46505,Comedy
46505,Absurdism
46505,Satire
46505,Cult
46757,Drama
46757,Melodrama
46757,Period piece
49696,Indie
49696,Silent film
49696,World cinema
49696,Adventure
49696,Science Fiction
49696,Fantasy
49696,Drama
49696,Romance Film
49696,Action
49696,Dystopia
49696,Thriller
49696,Black-and-white
49800,Thriller
49800,Action/Adventure
49800,Action
49800,Japanese Movies
49800,Fantasy
49800,Fantasy Adventure
49800,Adventure
50455,Concert film
50455,Music
50455,Musical
50486,Romantic comedy
50486,Romance Film
50486,Comedy
50744,Fantasy
50744,Space opera
50744,Family Film
50744,Action
50744,Adventure
50744,Science Fiction
50793,Science Fiction
50793,Action
50793,Fantasy
50793,Adventure
50793,Family Film
50957,Family Film
50957,Science Fiction
50957,Action
50957,Romance Film
50957,Fantasy
50957,Adventure
50957,Movies About Gladiators
50957,Space opera
51563,Indie
51563,Romance Film
51563,Film adaptation
51563,Romantic drama
51563,Drama
51563,Period piece
51888,Adventure
51906,Romance Film
51906,Comedy
51906,Romantic comedy
51906,Comedy of manners
51906,Comedy-drama
51906,Drama
52055,Comedy
52055,Science Fiction
52055,Alien Film
52055,Cult
52055,Television movie
52371,Romance Film
52371,Historical fiction
52371,Costume drama
52371,Disaster
52371,Tragedy
52371,Period piece
52371,Action/Adventure
52371,Drama
52371,Romantic drama
52389,Thriller
52389,Action
52389,Action/Adventure
52389,Science Fiction
52390,Adventure
52390,Action
52390,Science Fiction
52390,Disaster
52390,Thriller
52549,Coming of age
52549,Space western
52549,Science Fiction
52549,Action
52549,Adventure
52549,Fantasy
52549,Family Film
52942,Thriller
52942,Suspense
52942,Horror
52942,Psychological thriller
52942,Crime Thriller
53085,Family-Oriented Adventure
53085,Fantasy Comedy
53085,Family Film
53085,Comedy
53085,Fantasy
53085,Animation
53085,Children's Fantasy
53085,Computer Animation
53085,Children's/Family
53085,Buddy film
53085,Adventure
53964,Adventure
53964,Space opera
53964,Science Fiction
53964,Fantasy
53964,Family Film
53964,Action
54030,Thriller
54030,Mystery
54030,Science Fiction
54030,Romance Film
54030,Psychological thriller
54160,Indie
54160,Romance Film
54160,Drama
54160,Addiction Drama
54160,Tragedy
54160,Erotica
54160,World cinema
54160,Romantic drama
54160,Film adaptation
54166,Adventure
54166,Costume Adventure
54166,Action/Adventure
54166,Airplanes and airports
54166,Action
54166,New Hollywood
54173,Crime Fiction
54173,Thriller
54173,Crime Comedy
54173,Indie
54173,Ensemble Film
54173,Drama
54173,Crime Thriller
54173,Black comedy
54173,Gangster Film
54175,Musical
54175,Drama
54175,Dance
54175,Musical Drama
54175,Romance Film
54175,Coming of age
54540,Romantic comedy
54540,Drama
54540,Comedy of manners
54540,Comedy
54540,Comedy of Errors
54540,Romance Film
54999,Science Fiction
54999,Adventure
55325,Thriller
55325,Adventure
55325,Future noir
55325,Action
55325,Dystopia
55325,Action/Adventure
55325,Science Fiction
55447,Adventure
55447,Tragedy
55447,Fantasy
55447,Action
55447,Science Fiction
55495,Crime Fiction
55495,Thriller
55495,Drama
55495,Gangster Film
55495,Crime Thriller
55601,Costume Horror
55601,Thriller
55601,Period Horror
55601,Detective fiction
55601,Steampunk
55601,Horror
55601,Fantasy
55601,Mystery
55601,Gothic Film
55601,Costume drama
55601,Supernatural
55601,Detective
55601,Crime Fiction
55720,Music
55720,Children's
55720,Musical
55720,Animation
55720,Adventure
55720,Family Film
55720,Drama
57585,Black-and-white
57585,Drama
57585,War film
57585,Romantic drama
57585,Romance Film
57585,Airplanes and airports
57820,Period piece
57820,Teen
57820,Time travel
57820,Coming of age
57820,Drama
57820,Thriller
57820,Satire
57820,Indie
57820,Fantasy
57820,Science Fiction
57820,Tragedy
57820,Comedy-drama
57820,Psychological thriller
57820,Mystery
57820,Doomsday film
58018,Japanese Movies
58018,Historical fiction
58018,Drama
58018,War film
58018,Action/Adventure
58018,Airplanes and airports
58018,Action
58147,Black-and-white
58147,Political thriller
58147,Cold War
58147,Film adaptation
58147,Spy
58147,Film noir
58147,Psychological thriller
58147,Thriller
58147,Political drama
58147,War film
58147,Drama
58147,Mystery
58865,Drama
58865,Crime Fiction
60155,Black-and-white
60155,Comedy
60155,Pre-Code
60155,Screwball comedy
60155,Crime Comedy
60155,Romantic comedy
60157,Period piece
60157,Drama
60157,Black-and-white
60157,Film adaptation
60164,Fantasy
60164,Family Film
60164,Drama
60169,Dance
60169,Roadshow theatrical release
60169,Romance Film
60169,Music
60169,Romantic drama
60169,Musical
60169,Drama
60173,Black-and-white
60173,Musical
60174,Americana
60174,Adventure
60174,Comedy
60174,Drama
60174,Musical
60293,Romance Film
60293,Sex comedy
60293,Drama
60293,Comedy
60293,Romantic comedy
60293,Indie
60293,LGBT
60293,Comedy-drama
61046,Drama
61046,Indie
61046,Silent film
61046,Ensemble Film
61046,Adventure
61046,Black-and-white
61046,Action/Adventure
61046,Combat Films
61046,Airplanes and airports
61046,Action
61046,Romance Film
61046,Romantic drama
61046,War film
61047,Drama
61047,Silent film
61047,Black-and-white
61047,Crime Fiction
61049,Drama
61049,Black-and-white
61049,War film
61049,Romantic drama
61049,Romance Film
61049,Indie
61049,Silent film
61052,Drama
61052,Family Film
61052,Black-and-white
61052,Comedy
61053,Adventure
61053,Black-and-white
61057,Drama
61057,Black-and-white
61057,Romance Film
61057,Romantic drama
61057,Pre-Code
61058,Sports
61058,Drama
61058,Boxing
61058,Black-and-white
61059,Crime Fiction
61059,Pre-Code
61059,Drama
61059,Black-and-white
61059,Melodrama
61059,Media Satire
61060,Musical comedy
61060,Pre-Code
61060,Comedy
61060,Musical
61060,Black-and-white
61060,Romance Film
61060,Romantic comedy
61060,Operetta
61061,Black-and-white
61061,Pre-Code
61061,Thriller
61061,Drama
61062,Pre-Code
61062,Musical
61062,Comedy
61062,Romance Film
61062,Black-and-white
61062,Romantic comedy
61070,Crime Fiction
61070,Film noir
61070,Prison
61070,Drama
61070,Pre-Code
61070,Black-and-white
61071,Drama
61071,Comedy of manners
61071,Black-and-white
61071,Comedy
61071,Comedy-drama
61074,Drama
61074,Biopic [feature]
61074,Biography
61074,Costume drama
61074,Historical fiction
61074,Romance Film
61074,Black-and-white
61074,Marriage Drama
61074,Historical Epic
61074,Biographical film
61141,Animation
61141,Musical
61141,Family Film
61141,Childhood Drama
61141,Children's/Family
61160,Biographical film
61160,Romance Film
61160,Drama
61160,Black-and-white
61168,Romance Film
61168,Musical
61168,Black-and-white
61169,Romantic comedy
61169,Romance Film
61169,Pre-Code
61169,Musical
61169,Musical comedy
61169,Black-and-white
61169,Screwball comedy
61169,Comedy of Errors
61169,Comedy
61170,Comedy
61170,Buddy film
61170,Adventure
61170,Black-and-white
61170,Drama
61170,Romance Film
61171,Drama
61171,Biographical film
61171,Romance Film
61171,Black-and-white
61171,Biopic [feature]
61173,Romance Film
61173,Romantic drama
61173,Musical
61173,Drama
61173,Black-and-white
61175,Comedy
61175,Drama
61175,Crime Fiction
61175,Romance Film
61175,Comedy Thriller
61175,Mystery
61176,Black-and-white
61176,War film
61176,Biopic [feature]
61176,Biographical film
61176,Action
61176,Pre-Code
61177,Black-and-white
61177,Drama
61182,Romance Film
61182,Backstage Musical
61182,Pre-Code
61182,Musical
61182,Drama
61183,Drama
61183,Action
61183,Black-and-white
61183,Pre-Code
61183,Thriller
61184,Period piece
61184,Costume drama
61184,Drama
61184,Action
61184,War film
61186,Black-and-white
61186,Crime Fiction
61186,Drama
61189,Biographical film
61189,Drama
61189,Black-and-white
61189,Indie
61189,Silent film
61189,Political drama
61189,Biography
61191,Romance Film
61191,Pre-Code
61191,Black-and-white
61191,Drama
61191,Film adaptation
61191,Romantic drama
61323,Romantic comedy
61323,Comedy
61323,Pre-Code
61323,Romance Film
61323,Musical
61323,Musical comedy
61323,Black-and-white
61480,Musical
61480,Musical comedy
61480,Backstage Musical
61480,Comedy
61480,Black-and-white
61480,Romance Film
61481,Swashbuckler films
61481,Action/Adventure
61481,Black-and-white
61481,Romance Film
61481,Action
61481,Adventure
61483,Drama
61483,Black-and-white
61483,Political drama
61484,Black-and-white
61484,Action
61484,War film
61484,Adventure
61484,Drama
61484,British Empire Film
61484,Action/Adventure
61491,Romance Film
61491,Drama
61491,History
61494,Musical
61494,Black-and-white
61494,Drama
61498,Adventure
61498,Costume drama
61498,Romance Film
61498,Film adaptation
61498,Drama
61498,Black-and-white
61499,Comedy
61499,Black-and-white
61499,Western
61501,Black-and-white
61501,Musical
61501,Screwball comedy
61501,Musical comedy
61501,Romance Film
61501,Comedy
61501,Romantic comedy
61505,Romantic drama
61505,Epic
61505,Romance Film
61505,Film adaptation
61505,Drama
61505,Period piece
61505,Adventure
61505,Black-and-white
61507,Comedy
61507,Screwball comedy
61507,Black-and-white
61508,Comedy-drama
61508,Comedy of manners
61508,Screwball comedy
61508,Americana
61508,Romantic comedy
61508,Black-and-white
61508,Drama
61508,Romance Film
61508,Comedy
61514,Drama
61514,Black-and-white
61514,Biographical film
61514,Biography
61514,Biopic [feature]
61514,Medical fiction
61514,Period piece
61519,Action
61519,Costume drama
61519,Drama
61519,Action/Adventure
61519,Political drama
61519,Black-and-white
61519,Epic
61520,Comedy
61520,Musical
61520,Domestic Comedy
61520,Black-and-white
61522,Romance Film
61522,Comedy
61525,Crime Fiction
61525,Black-and-white
61525,Film adaptation
61525,Drama
61525,Gangster Film
61527,Black-and-white
61527,Action/Adventure
61527,Drama
61527,Disaster
61527,Period piece
61529,Romance Film
61529,Drama
61529,Action/Adventure
61529,Black-and-white
61529,Adventure
61529,Film adaptation
61529,Fantasy
61530,Comedy
61530,Musical
61530,Black-and-white
61530,Backstage Musical
61530,Musical comedy
61531,Black-and-white
61531,Comedy
61531,Drama
61531,Ensemble Film
61531,Comedy-drama
61664,Ensemble Film
61664,World cinema
61664,LGBT
61664,Drama
61664,Comedy
61664,Feminist Film
61664,Comedy-drama
61904,Silent film
61904,Indie
61904,Crime Fiction
61904,Romance Film
61904,Black-and-white
61904,Drama
61904,Romantic drama
62084,Drama
62084,Costume drama
62084,Adventure
62084,Action
62084,Swashbuckler films
62084,Action/Adventure
62084,Romance Film
62095,Black-and-white
62095,Drama
