wiki_ID,char_words,order,gender
27079,Soran,10.0,M
27079,James,7.0,M
27079,Geordi,3.0,M
27079,Alyssa,,F
27079,La,3.0,M
27079,Thomas,,M
27079,Deanna,6.0,F
27097,Deanna,6.0,F
27097,Beverly,5.0,F
27097,La,3.0,M
27097,Alyssa,,F
27097,Barclay,11.0,M
27097,Queen,9.0,F
27097,Reginald,,M
27097,Sean,,M
27097,Hawk,10.0,M
27097,Riker,1.0,M
27097,Lily,8.0,F
27097,Daniels,,M
27097,Lieutenant,2.0,F
27097,Zefram,7.0,M
27097,Doctor,,M
27097,Geordi,3.0,M
27097,William,1.0,M
27097,Troi,6.0,F
27097,Sloane,8.0,F
27098,Preston,13.0,M
27098,Carol,10.0,F
27098,Pavel,5.0,M
27098,Hikaru,6.0,M
27098,Clark,9.0,M
27098,Uhura,7.0,F
27098,Peter,,M
27098,Kirk,0.0,M
27098,Marcus,10.0,F
27098,Khan,3.0,M
27098,Stoney,,M
27098,Kyle,15.0,M
27098,Leonard,2.0,M
27098,Scott,4.0,M
27098,Terrell,9.0,M
27098,Beach,16.0,M
27098,Montgomery,4.0,M
27098,James,0.0,M
27098,David,11.0,M
27098,Marcus,11.0,M
27098,Joachim,12.0,M
28269,Adrian,6.0,M
28269,Delancey,29.0,M
28269,Fred,8.0,M
28269,John,0.0,M
28269,Wade,7.0,M
28269,Briggs,30.0,M
28269,Parker,16.0,M
28269,Hill,10.0,M
28269,Trask,17.0,M
28269,Weller,15.0,M
28269,Wilson,20.0,M
28269,Ryan,3.0,M
28269,Miller,0.0,M
28269,Colonel,11.0,M
28269,Fallon,22.0,
28269,Rice,18.0,M
28269,Francis,3.0,M
28269,Daniel,4.0,M
28269,Anderson,11.0,M
28269,Captain,0.0,M
28269,Lyle,21.0,M
28269,Stanley,5.0,M
28269,James,3.0,M
28269,Jackson,4.0,M
28269,Richard,2.0,M
28269,Michael,1.0,M
28269,Henderson,13.0,M
28269,Frederick,,M
28269,Irwin,7.0,M
28269,Timothy,9.0,M
28269,Willie,12.0,M
28327,Jackson,1.0,M
28327,West,6.0,M
28327,Charles,,M
28327,Horus,10.0,M
28327,Lieutenant,7.0,M
28327,Daniel,1.0,M
28327,Jack,,M
28327,General,6.0,M
28327,Langford,26.0,F
28327,Catherine,3.0,F
28327,Anubis,9.0,M
28327,Ra,2.0,M
28623,Bishop,1.0,M
28623,Male,8.0,M
28623,The,0.0,M
28623,Maggi,5.0,
28623,Signora,4.0,F
28623,President,3.0,M
28623,The,0.0,
28623,Duke,0.0,M
28623,Signora,4.0,
29645,Leonide,0.0,M
29781,Man,10.0,
29781,Pam,4.0,F
29781,Jerry,1.0,M
29781,Sally,0.0,F
29781,Driver,13.0,M
29781,Franklin,2.0,M
29781,Kirk,3.0,M
29781,Man,10.0,M
29782,Jeffrey,0.0,M
29782,Da,20.0,M
29782,Brandt,6.0,M
29782,The,8.0,M
29782,Marty,18.0,M
29782,Theodore,2.0,M
29782,Bunny,5.0,F
29782,Quintana,9.0,M
29782,Harrington,11.0,M
29782,Jesus,9.0,M
29782,Kieffer,13.0,M
29782,Walter,1.0,M
29782,Knox,11.0,M
29782,Jeffery,,M
29782,Maude,3.0,F
29782,Smokey,17.0,M
29782,Uli,10.0,M
29782,Donald,2.0,M
29785,Captain,9.0,M
29785,Special,3.0,M
29785,Carla,7.0,F
29785,Darrow,9.0,M
29785,Mason,0.0,M
29785,Stanley,1.0,M
29785,Major,4.0,M
29785,Francis,2.0,M
29785,Marine,11.0,M
29785,Gamble,14.0,M
29785,Shephard,16.0,M
29785,Angelou,8.0,F
29785,John,0.0,M
29785,Ernest,3.0,M
29785,Baxter,4.0,M
29785,Agent,3.0,M
29785,General,2.0,M
29785,Tom,4.0,M
29785,Paxton,3.0,M
29785,Jade,8.0,F
29785,Patrick,0.0,M
29785,Lieutenant,16.0,M
29785,Anderson,6.0,M
29785,James,5.0,M
29785,Hendrix,11.0,M
29942,Braddock,5.0,F
29942,Carl,7.0,M
29942,Elaine,2.0,F
29942,Smith,7.0,M
29942,Robinson,0.0,F
29942,Ben,1.0,M
29942,Robinson,3.0,M
29942,Braddock,1.0,M
29943,Claire,2.0,F
29943,Standish,2.0,F
29943,Richard,5.0,M
29943,Carl,6.0,M
29943,Reynolds,4.0,F
29943,Andrew,0.0,M
29943,Brian,3.0,M
29943,Vernon,5.0,M
29943,Johnson,3.0,M
29943,Clark,0.0,M
29943,John,1.0,M
29943,Sister,8.0,F
29943,Reed,,M
29943,Allison,4.0,F
29943,Bender,1.0,M
30000,Man,8.0,
30000,Charles,5.0,M
30000,Betsy,2.0,F
30000,Girl,7.0,F
30000,Iris,1.0,F
30000,Melio,9.0,M
30000,Travis,0.0,M
30000,Matthew,3.0,M
30000,Tom,6.0,M
30006,Precious,,
30006,Clarice,0.0,F
30006,Martin,5.0,F
30006,Starling,0.0,F
30006,Jack,2.0,M
30006,Hannibal,1.0,M
30006,Ruth,6.0,F
30006,Catherine,5.0,F
30006,Crawford,2.0,M
30006,Frederick,4.0,M
30006,Ardelia,7.0,F
30006,Bill,,M
30006,Barney,8.0,M
30006,Chilton,4.0,M
30006,Matthews,8.0,M
30007,Trinity,2.0,F
30007,Tank,5.0,M
30007,Brown,10.0,M
30007,Oracle,8.0,F
30007,Cypher,4.0,M
30007,Smith,3.0,M
30007,Agent,3.0,M
30007,Neo,0.0,M
30007,Morpheus,1.0,M
30275,Cooper,2.0,F
30275,Judy,4.0,F
30275,Sheriff,11.0,
30275,Harry,3.0,M
30275,Helen,2.0,F
30275,Barbra,0.0,F
30275,Tom,5.0,M
30275,Ben,1.0,M
30275,Karen,6.0,F
30327,Ventura,5.0,F
30327,Kyle,1.0,M
30327,Ed,4.0,M
30327,Lieutenant,4.0,M
30327,Ginger,5.0,F
30327,Buchanan,6.0,M
30327,Matt,6.0,M
30327,Reese,1.0,M
30327,Future,11.0,M
30327,Hal,,M
30327,Connor,0.0,F
30327,Nancy,9.0,
30327,Sarah,0.0,F
30515,Buck,7.0,M
30515,Julie,1.0,F
30515,Steve,3.0,M
30524,Billy,2.0,F
30524,Jill,1.0,F
30524,Hamilton,0.0,M
30524,Bryant,1.0,F
30524,Kwan,2.0,F
30524,Guy,0.0,M
30575,James,0.0,M
30575,Jose,5.0,M
30575,Jeffrey,2.0,M
30575,Casey,27.0,M
30575,Cole,0.0,M
30575,Kathryn,1.0,F
30581,Maguire,4.0,M
30581,Dave,10.0,M
30581,Jane,8.0,F
30581,Tommy,7.0,
30581,Fergus,0.0,M
30581,Tinker,5.0,M
30581,Jody,3.0,M
30581,Eddie,6.0,
30581,Jude,1.0,F
30582,Darren,6.0,M
30582,Bobby,7.0,
30582,Hill,27.0,M
30582,Vincent,5.0,M
30582,Collins,11.0,F
30582,Kyra,11.0,F
30582,Tommy,4.0,M
30582,Sean,9.0,M
30582,Cole,1.0,M
30582,Grey,5.0,M
30582,Malcolm,0.0,M
30582,Collins,10.0,M
30582,Anna,3.0,F
30582,Lynn,2.0,F
30625,Brooks,6.0,M
30625,Andy,0.0,
30625,Diamond,7.0,M
30625,Andy,0.0,M
30625,Redding,1.0,M
30625,Ellis,1.0,M
30625,Norton,2.0,M
30625,Skeet,9.0,M
30625,Warden,2.0,M
30625,Floyd,11.0,M
30625,Tommy,5.0,M
30625,Captain,4.0,M
30625,Hadley,4.0,M
30625,Mert,14.0,M
30625,Boyd,1.0,M
30625,Heywood,3.0,M
30625,Ernie,13.0,M
30674,Malli,0.0,F
30674,Lotus,,M
30674,Sumitra,4.0,F
30674,Vasu,,M
30674,Lady,,F
30809,Palmer,4.0,M
30809,Clark,8.0,M
30809,Blair,2.0,M
30809,Norris,6.0,M
30809,Copper,5.0,M
30809,Garry,9.0,M
31079,Fiore,0.0,M
31079,Mary,0.0,F
31079,Geri,5.0,F
31079,Bartlett,,M
31079,Penny,7.0,F
31079,Massimo,2.0,M
31079,Bosco,14.0,F
31079,Tracy,,F
31079,Francine,,F
31079,Burt,4.0,M
31079,Salvatore,9.0,M
31079,John,10.0,M
31079,Fiore,0.0,F
31079,Basil,11.0,M
31079,Steve,1.0,M
31079,Edison,1.0,M
31079,Anna,14.0,F
31153,Miracle,9.0,M
31153,Westley,0.0,M
31153,Max,9.0,M
31153,Prince,3.0,M
31153,Valerie,10.0,F
31153,Montoya,2.0,M
31153,Count,5.0,M
31153,The,7.0,M
31153,Inigo,2.0,M
31176,Sharon,0.0,F
31176,Maggie,,F
31176,James,,F
31176,Elizabeth,,F
31176,Susan,0.0,F
31176,Evers,0.0,F
31193,Shell,13.0,M
31351,Brenda,,F
31351,Dorothy,6.0,F
31351,Apple,12.0,M
31351,Janet,17.0,F
31351,Steve,23.0,M
31351,Johnson,,M
31351,Tom,3.0,M
31351,Lyle,2.0,M
31351,Riordan,,M
31351,Riordan,,F
31351,Johnson,,F
31351,Sig,8.0,M
31351,John,,M
31351,Danny,15.0,M
31351,Alvin,0.0,M
31351,Bud,7.0,M
31351,Pete,11.0,M
31351,Rose,1.0,F
31351,Doctor,10.0,M
31351,Crystal,21.0,F
31351,Johnny,18.0,M
31351,Darla,16.0,F
31371,Son,57.0,
31371,Yohei,11.0,M
31556,Man,,M
31556,Adams,0.0,M
31556,Bernardo,3.0,M
31556,Chris,0.0,M
31556,Chico,7.0,M
31556,Harry,5.0,M
31556,Petra,10.0,F
31556,Luck,5.0,M
31556,Hilario,8.0,M
31556,Lee,4.0,M
31556,Britt,6.0,M
31556,Sotero,11.0,M
31556,Vin,2.0,M
31557,Maria,5.0,F
31557,Ramirez,1.0,M
31557,Stevens,13.0,M
31557,No,,M
31557,Pablo,4.0,M
