wiki_ID,wikidata_ID
31535608,Q2303695
32340746,Q128748
32359197,Q5265535
32498225,Q7721295
33477531,Q270979
34943585,Q3790822
35724504,Q4926690
27840051,
20979916,
6582145,
11004561,
12437599,
2635002,
42313,Q1140649
1146742,Q1080141
1334144,Q3481272
1927824,Q7258302
1937414,Q1199280
2388465,Q45304
2672672,Q759020
5888613,Q7920110
6619429,Q1360769
6632229,Q7631583
7289165,Q5689004
10700804,Q4746547
11453506,Q2446049
11453521,Q2409579
11600310,Q4998819
12848220,Q7563722
14746711,Q660092
15478149,Q3667744
17213206,Q1658450
18906738,Q2415170
19259000,Q13522751
19473324,Q2414513
19846200,Q651154
20002742,Q7128076
20427744,Q603305
20518520,Q4690614
21234833,Q2156798
23666519,Q1640074
25014966,Q3414093
25249826,Q45717
25754499,Q7131479
29015042,Q7585653
29148033,Q10372468
29500339,Q5370669
31196243,Q3425194
31322541,Q5530064
31533871,Q16923962
31631599,
31920226,Q6656714
32037819,Q6961912
32908928,Q7847590
34055624,Q55020
34522295,Q7763963
36546495,Q6897001
22643944,
8915158,
1653022,
22643503,
27149290,
286850,Q143835
390693,Q893926
576204,Q610103
877225,Q686049
1545702,Q7711184
3418900,Q25835
4136480,Q3882122
5150732,Q3211936
6267056,Q5066084
6559110,Q4004241
6811552,Q7033956
7239596,Q12100660
7407088,Q1578604
7788006,Q2738317
8916073,Q6929482
8940854,Q4764741
9897840,Q1468943
10502224,Q3988380
10640601,Q5435349
10640606,Q1571462
10843767,Q2609486
14512268,Q7743765
16350869,Q2013960
17445002,Q1758461
19575544,Q7652696
20305445,Q3645191
20649332,Q4796988
22670451,Q7769094
22791060,Q7306260
22810673,Q5472208
23666985,Q7621652
23687804,Q3793122
23895365,Q5251828
24067673,Q1580904
24179103,
25081107,Q767694
25806227,Q7688456
26652539,Q7994084
30408618,Q7301757
31320469,Q5708532
32456758,Q5304495
33333101,Q6715771
33537164,Q3209725
34337257,Q7884250
36178446,Q12448064
31025886,
35127868,
13411701,
385895,Q118976
870946,Q156608
1123132,Q371456
1235519,Q1545129
1275213,Q5571525
2426058,Q804163
4419809,Q501407
4564324,Q1786902
5416971,Q1253121
5454727,Q5048658
5586495,Q7521860
6853616,Q4661257
7400038,Q4776378
7722179,Q2588147
7853339,Q3021194
9437152,Q1213593
9725364,Q512606
9823573,Q848274
10053468,Q6461037
10639481,Q6080595
11117698,Q4730144
12030606,Q623252
12706152,Q1754886
13473620,Q708831
13870073,Q2148334
14733627,Q2389362
15112475,Q929432
17286656,Q2377154
19036521,Q3917210
19301521,Q7500542
19730179,Q6802913
21984392,Q3878213
22070253,Q3882004
22237851,Q6688644
22869693,Q6452039
22899710,Q4779163
24450598,Q7339891
24494541,Q222770
25757091,Q1987654
26711625,Q1151155
26847186,Q16251593
27160663,Q7180534
28467174,Q1101020
28973039,Q312951
31515380,Q5036562
34838208,Q5175506
34941246,Q12126617
31155015,
8310271,
326124,Q526936
338849,Q1888138
503161,Q1169717
1812196,Q3530081
1820344,Q1180905
2297089,Q1304578
2984225,Q2475415
4051128,Q2461978
5570618,Q467181
6005439,Q16252330
6115870,Q2438429
7036030,Q6690079
7140121,Q5455329
7271358,Q5466741
10294806,Q3959754
11798743,Q5611607
11864625,Q4829569
12254246,Q5732167
12893547,Q7758421
12955144,Q7439871
13386113,Q7130289
14827418,Q4078891
17079834,Q7637362
18002243,Q7397629
18305210,Q8072599
18427933,Q3549423
18685527,Q1753923
18742765,Q3606432
19950875,Q3302475
20273119,Q5036626
21287052,Q7310964
21412951,Q7046706
23666649,Q3791164
23666689,Q3791306
25019628,Q6270140
25752302,Q4840227
27357314,Q5098562
28768252,Q7084566
28953446,Q4831174
31136582,Q7730564
31608021,Q7145060
32764613,Q613161
32825627,Q7738515
33002599,Q5940897
33910030,Q7558420
34274909,Q7741996
34312285,Q1144954
34643655,Q1523217
5739238,
22644219,
1353105,Q701551
1359571,Q1198096
1748388,Q2296227
2288762,Q6730117
4859991,Q4631882
5088914,Q1645350
5655878,Q908593
6058643,Q7238957
7893461,Q2066116
8283579,Q502690
8445307,Q1388118
9234209,Q874701
9992980,Q17477946
9992991,Q5275553
10497486,Q2818864
13210792,Q2902001
13672638,Q1604884
13787346,Q5374189
13939038,Q7749191
14884669,Q4205184
14884678,Q5247351
16366907,Q4661544
18570400,Q1504117
18953977,Q7691850
19876554,Q3536512
20049234,Q2277666
20582277,Q657607
21159898,Q6161453
21992824,Q961965
23451023,Q7653171
23666719,Q3981804
24493527,Q219190
25541925,Q1583007
26858474,Q8031308
27222031,Q2963408
27384074,Q946863
28207840,Q5183260
28463308,Q6763288
28991854,Q3425447
29020195,Q6821824
30312846,Q7722558
31222593,Q4653020
31708878,Q5465503
31863888,Q5216107
31882143,Q3530136
32207543,Q6659358
32313715,Q7100971
33536731,Q4769343
10262142,
17603844,
4957524,
67441,Q611364
74951,Q1922418
349874,Q1213396
1328188,Q2017468
1605299,Q135932
1748392,Q117090
4903470,Q4160078
5026362,Q556307
5479128,Q5052995
5579355,Q2609035
7047441,Q863282
7274354,Q7765612
8729953,Q357541
8917454,Q4692084
9354983,Q3277268
10249080,Q236217
11248834,Q12125954
13127579,Q3936313
13938100,Q12133779
14013820,
15328420,Q6467731
17212236,Q3472837
18826666,Q3566931
19115258,Q3421478
19594027,Q2754899
20518441,Q4997463
20581262,Q4661520
20801844,Q7762168
20904170,Q6956561
20904600,Q5609137
22544242,Q7352512
23145939,Q7770534
23233821,Q1988305
24716095,Q5616406
28104226,Q6957994
28467710,Q6296254
29327224,
29501054,Q12129673
30008370,Q7563452
30107738,Q7748963
31943641,Q1743744
32137225,Q4900735
32966920,Q3992075
33424996,Q7884394
34339863,Q7735979
34394524,Q3392774
34825881,Q7489075
638809,Q1514075
1419848,Q2945752
2015043,Q4656758
2170326,Q1285127
3653578,Q2303761
4403560,Q2268296
5653946,Q5437290
9190793,Q4985556
9480220,Q4388693
9911092,Q4720930
9919218,Q3281276
9919223,Q5422286
9951441,Q947446
10322586,Q4669704
11260752,Q5455407
12234524,
13681909,Q3869333
14107102,Q1195600
14264140,Q5569301
15718938,Q4687521
16556698,Q3417998
16973309,Q5882658
20795243,Q20814623
20935816,Q7286288
22194018,Q2312518
22317779,Q3564164
22645053,Q6099568
22968845,Q407116
23864716,Q12126892
24122710,Q515099
24729567,Q16947963
26037408,Q7846527
26196074,Q3284032
27634924,Q3177631
28136271,Q5216130
28631157,Q3414371
28827264,Q7766299
28983510,Q6091105
29046736,Q3959206
29548982,Q7044910
30419048,Q493507
30723003,Q2803146
30888982,Q289183
31153817,Q7155527
31221006,Q2526711
31224905,Q5352502
32198986,Q7521465
32228809,Q5583209
33339170,Q6945538
36351167,Q7728423
21349916,
31025803,
224220,Q7572391
473253,Q563743
1072075,Q936302
1503652,Q3794927
1723357,Q3752169
1863523,Q1197405
3292569,Q128542
3342049,Q542527
3816289,Q1195683
4497658,Q3259005
5393201,Q5520944
5586815,Q3088861
6408318,Q3421586
6575053,Q1182423
7660298,Q2024473
8008553,Q317585
9231192,Q7131727
10620698,Q7489174
10620699,Q16249920
11141914,Q7418678
12028596,Q1160872
12251041,Q7489419
12583555,Q890724
12611336,Q2353591
14947066,Q5639497
15109392,Q760006
17864075,Q4747136
18576162,Q5160124
18612872,Q1309676
19765039,Q2823910
20249942,Q7732817
20837994,Q1305585
20890970,Q7905675
23148006,Q7531392
24397761,Q6733022
27458777,Q1592195
28008719,Q7718397
28212300,Q8051213
28256244,Q3208439
28373667,Q7630265
28846062,Q5383017
31093704,Q1868796
31323149,Q4750181
31612500,Q920144
33428815,Q4916173
34084997,Q6961115
35100003,Q6578840
36210867,Q5164618
2218967,
4956093,
22995843,
24158899,
92539,Q1440194
224224,Q187423
348449,Q568928
406704,Q1073703
1237529,Q2322509
1349021,Q3786412
1994850,Q484291
2344342,Q976041
3112518,Q4741241
3557571,Q7729487
5628949,Q3034131
6072685,Q7726849
6149341,Q1189696
6179031,Q7092667
6736202,Q7713149
7385574,Q7835629
8435438,Q2617122
9724748,Q3209035
12130531,Q4927689
13399648,Q7746617
13401755,Q7732172
14470192,Q787500
14616734,Q836912
14982286,Q1702785
17565431,Q7745350
17590540,Q12125059
18849330,Q7285499
19611071,Q3203958
19702661,Q5430995
20599861,Q7354265
22637746,Q13635815
22732188,Q3204512
23739767,Q5236678
23842374,Q4927558
24194295,Q5172224
24398624,Q7316921
25325174,Q7739074
30356851,Q6749622
31155805,
31494246,Q3061047
31659963,Q6797068
31940309,Q7262445
32000036,Q3446222
32098506,Q6372642
34971644,Q1501417
35840608,Q732230
31586494,
7274450,
17735088,
74932,Q5056337
672737,Q169322
707823,Q962363
1376896,Q2339994
1570765,Q7430353
1903576,Q7694493
2609661,Q1144382
2839410,Q861445
4362616,Q6744098
4440305,Q771408
4499062,Q1169605
8640693,Q5451827
11388323,Q1813331
11487101,Q5303159
12159269,Q4840233
13096225,Q17000161
13727751,Q6864718
14091387,Q597436
14244699,Q6296361
17026420,Q16237665
17183194,Q1753499
18488791,Q7745897
19025284,Q7003335
19947433,Q16963759
20588875,Q6354291
20915685,Q2119577
21425682,Q6011337
21753460,Q5501294
22643173,Q5270644
23386403,Q6726255
23920314,Q461848
23967739,Q7400196
23968261,Q3535887
24137754,Q4927749
24158724,Q7619570
26274423,Q3414941
26724575,Q972283
28379557,Q7857386
28470515,Q2381729
28794755,Q12126522
29141940,Q4004468
29175943,Q1747646
30400320,Q7444046
31186026,Q7662108
31740844,Q3005765
32160166,Q7100810
35585667,Q7533008
25170774,
12299397,
32428341,
61049,Q368451
691156,Q2542754
1710927,Q7171263
2002403,Q1138055
2108445,Q1754564
3120750,Q4187176
3183403,Q7738326
3344524,Q4768924
3649048,Q1218856
4714316,Q27536
5209312,Q1616030
5336170,Q1431684
6094307,Q7711956
7253646,Q3986136
8279549,Q2426742
8423977,Q2642487
9269768,Q7772922
9967714,Q5352534
10348583,Q1078365
10398910,Q3079980
10734877,Q3572720
14338296,Q797494
16166115,Q4985027
16166129,Q5331470
16786364,Q6722799
16937946,Q18156426
18531165,Q5691833
18602340,Q762073
18807384,Q1171082
19873001,Q6461241
20288060,Q6784889
21084033,Q6114986
21455630,Q7980708
22643993,Q2753241
23666637,Q1658270
25537233,Q6267796
25826060,Q3059118
25894953,Q7825306
28362692,Q1764489
30830552,Q3073055
31025498,Q3221675
31158872,Q7810908
32420412,Q300983
33033283,Q4121386
34288815,Q1798917
35013147,Q3476666
35013805,Q7994708
23666999,
23396276,
142786,Q742569
173944,Q164963
746290,Q6407191
1031310,Q1534422
1486573,Q506394
1892138,Q268236
2066600,Q2702180
2138941,Q1255003
2935497,Q3335360
3268711,Q2728631
3864332,Q3273420
4428841,Q5247590
6102307,Q4763089
6159690,Q4431230
6835677,Q2024661
7026014,Q1990947
7938927,Q3018327
8660233,Q4705055
9083492,Q1499692
10309988,Q1518267
10818667,Q821180
11255321,Q1651091
11395467,Q7747533
11537723,Q3147083
13158735,Q6312385
13311145,Q34643
14684782,Q651539
17578623,Q115385
17971369,Q5104055
19206821,Q1534358
19312923,Q7203374
20513862,Q492153
23711228,Q7720816
23848449,Q2841172
24369481,Q7538273
24643260,Q7304494
25339488,Q3821668
28294971,Q5256204
29175285,Q5447246
29621053,Q7784120
29775171,Q2920309
32798314,Q4660128
32947135,Q3881259
33032701,Q4189751
33364616,
33555541,Q3209935
34654506,Q4674622
35520317,Q6791934
30241604,
31025494,
35301081,
193867,Q652069
193868,Q1569632
1335244,Q1325887
1389571,Q965313
1591945,Q949945
1749996,Q520628
4451440,Q2459296
5738987,Q2002993
6459226,Q6929846
8633676,Q835563
8905485,Q1057313
9134018,Q2132727
9865494,Q5165675
9897904,Q1961478
9916224,Q5352062
10035818,Q3180788
12532230,Q7196068
12606849,Q667755
13048445,Q5212183
14991953,Q7422032
15467438,Q592788
15868479,Q4920303
16219687,Q3323552
19942818,Q733995
20903208,Q6471279
20904621,Q6155581
21012980,Q5420485
21792217,Q7238426
22412645,Q7642233
23837523,Q7883206
23892627,Q4698008
25589221,Q7773525
25827961,Q1070030
27478552,Q2415066
28874731,Q1964781
29680481,Q1763903
29812050,Q3476401
29823404,Q3870576
31372381,Q4738424
31910060,Q5467091
32329697,Q6962254
33363793,Q32780
33846830,Q3832156
33919768,Q12126523
34626864,Q7723314
34983379,Q7434226
35816879,Q492908
33879889,
9994406,
1409356,Q912672
2075820,Q644250
2637077,Q1345359
2815064,Q494364
2980727,Q7783732
3281147,Q7761112
3303998,Q3787192
3368653,Q1150608
3776452,Q6945085
5688997,
5841329,Q6407470
6439718,Q3623997
7128195,Q6839957
7143242,Q5455330
7210701,Q5965645
7276672,Q7809909
8172107,Q2859425
9606474,Q942224
9914800,Q3230864
10018042,Q5183193
10777972,Q7435302
11589635,Q5615489
12613879,Q3766318
14242470,Q12127374
14271357,Q7228987
15420578,Q7973308
15738600,Q5404726
15978267,Q6496832
16304555,Q7142919
17595302,Q1656187
18287919,Q2505085
19317182,Q5354523
20805584,Q7496281
22644848,Q2478050
23669155,Q949217
23766228,Q5469678
23775260,Q7758918
24104388,Q4901937
24785563,Q4927434
26186966,Q7845106
28044351,Q7460704
28838238,Q75641
29341219,Q8051205
31905391,Q634810
32581343,Q1208472
33480423,Q15039703
34231632,Q7766524
35248640,Q15733731
9998007,
31581172,
20238651,
722551,Q1740909
1891570,Q3202006
2233095,Q1747211
4224372,Q2437832
4561284,Q7997308
4995737,Q6670888
5893524,Q7773603
5895236,Q1466744
6097745,
6643402,Q1812211
8356657,Q6956517
8356668,Q2462564
8887331,Q6902326
9128822,Q1089690
9226991,Q3415783
10616333,Q5299338
10888233,Q4850898
11378430,Q383814
11498884,Q7573688
11853416,Q4396237
12590208,Q1752724
12813163,Q3572849
14159160,Q6470859
15164556,Q3548302
19206054,Q2957846
20072102,Q2356692
20775950,Q3202903
20834852,Q5284142
22302454,Q7230155
23691691,Q1196209
24075769,Q7506481
24289263,Q7262816
24438841,Q4959210
24868569,Q7426987
25206044,Q6899160
26471198,Q5352427
27164295,Q3275319
28189517,Q7286800
28799057,Q12126848
30448518,Q6470061
31251966,Q3707081
32163388,Q5749418
33215685,Q2276417
33248178,Q5210075
33913958,Q7756430
34732968,Q12126348
35818361,Q3555252
23813425,
10375983,
9998011,
34933992,
9916347,
401782,Q857410
1032620,Q1426248
1861566,Q7428298
2071291,Q2493711
2434659,Q12131314
3010021,Q1758519
5092969,Q2656984
5559871,Q3063172
5697167,Q3226558
7070629,Q1137749
7703893,Q6517826
7892732,Q841118
8846610,Q3233229
9245306,Q3667548
9998016,Q6111240
10979737,Q2816931
11744739,Q4186774
12244847,Q6744058
14184381,Q3921874
15103801,Q7198019
16511975,Q3772172
16564257,Q7741605
16902911,Q5160028
17373490,Q7021126
18175808,Q3520302
19802337,Q6876153
21398995,Q5647178
21744936,Q15052400
22643244,Q2350489
22644819,Q2257035
23591232,Q7105145
23618548,Q7831950
24888803,Q4900118
25683861,Q16847654
26462113,Q3279428
26665890,Q5593924
26716752,Q16950120
26898951,Q3105364
27953573,Q3989273
28235997,Q5021595
31200017,Q7820208
31261866,Q4878680
31453995,Q12128752
34224398,Q4955503
35799840,Q5580865
31962273,
5820061,
34985094,
21503888,
9998290,
16489074,
1518813,Q1627661
1740284,Q577757
2457405,Q3190669
3513428,Q2388793
4941181,
5323780,Q3015442
5367128,Q1598010
6620825,Q5509114
8679855,Q4812568
8734067,Q1672060
8856844,Q1431780
10394806,Q3163603
10709040,Q5373370
12556841,Q4661921
12561211,Q854532
13613782,Q2074337
14127869,Q485144
15281316,Q15982834
15800124,Q765921
16314437,Q4157688
19096046,Q1356934
19311240,Q7748917
20581123,Q7290341
20783851,Q1754248
20904569,Q4658783
21144638,Q7750889
21867036,Q7823805
22256334,Q2601067
23422712,Q7321949
23666611,Q883490
24173031,Q8022736
26378188,Q12180743
27455745,Q3509295
28480541,Q2386223
28678078,Q8052717
29009455,Q5167336
29370832,Q7379631
29816737,Q7899183
29832341,Q4597080
31111046,Q16254890
31773414,Q7489369
33001561,Q7757542
34626554,Q1215640
35013515,Q7824888
18946797,
24504166,
45488,Q258830
1188832,Q1733969
1801788,Q1747296
1834411,Q4840709
2010489,Q2363764
2187263,Q1859906
4522539,Q13522770
4981484,Q429408
5170742,Q7426902
5323761,Q6883715
6320890,Q7460137
6366302,Q3758609
7251941,Q7756230
7251956,Q31172
7271666,Q4660369
7277067,Q535295
8175858,Q7073310
8848174,Q1984568
13005395,Q618480
13496674,Q1767262
14784249,Q3327183
15120787,Q1413292
15895549,Q3715998
17071185,Q16862509
18393124,Q472007
19069597,Q7137259
21469592,Q6796916
22315948,Q7850564
22320779,Q1632051
22361477,Q3227040
22643396,Q2619966
23066976,Q4808871
23513341,Q7427784
24312671,Q16923857
26465093,
26722640,Q1704608
27254000,Q7581200
28255978,Q2660062
28322355,Q7769205
28778357,Q12127162
29265847,Q5087316
31775991,Q1058046
31956386,Q1297551
32574916,Q3990475
33412264,Q7782710
33513689,Q5575677
33639263,Q5101140
35780217,Q3823845
18312298,
23750621,
9300080,
99459,Q409022
587507,Q830324
1154672,Q4636202
1242607,Q1406378
1670884,Q481326
1883157,Q309153
2303104,Q732518
2466050,Q2030808
3206952,Q1661151
3396134,Q1257227
5116327,
6706961,Q7740755
6803622,Q1821012
9477007,Q3293961
10028918,Q5107907
10708609,Q1549110
10792067,Q7801355
12668580,Q1877824
12821033,Q5245537
12953177,Q3157016
14025121,Q1630061
14449583,Q7548819
17592641,Q7772614
17955901,Q7760657
19197890,Q7894193
19939266,Q3347890
20045605,Q7451890
20343515,Q14954473
20520813,Q12129718
20624798,Q521188
20882036,Q5651134
21766755,Q3793154
21937082,Q188991
23368206,Q7883202
23736886,Q3230419
23968642,Q4926569
24203458,Q4686656
29548700,Q470344
30352010,Q7361139
31322577,Q372238
31907838,Q1964741
32269287,Q7918221
32474032,Q3782878
33082745,Q6353465
33887035,Q506605
35408676,Q116235
35432986,Q3084652
17623302,
22060448,
14445876,
402866,Q213787
1531473,
1981903,Q1856418
2726723,Q5340010
3228403,Q1066948
3731263,Q488075
4038173,Q3521884
5042887,Q7130528
5606938,Q1526921
5765963,Q6146906
5859582,Q1213815
6358923,Q6675384
7286111,Q3512611
7446685,Q531206
8323688,Q2870491
8448026,Q1276847
8586814,Q1101847
10792059,Q7246451
11964834,Q7743426
12901182,Q928465
13890514,Q3248892
15161999,Q201687
15198974,Q5245194
15815398,Q5246948
17891259,Q492332
18348747,Q2054923
18357617,Q386625
19177969,Q5245275
19744107,Q5646560
20185209,Q2248334
23141724,Q2983460
23276949,Q6702592
23305446,Q3651624
23525402,Q7123945
23555063,Q2843135
24854885,Q1321004
26184478,Q7821599
29016809,Q6532484
31023429,Q10593839
31043195,Q5352481
31107918,Q50961
31155682,Q5102230
31472246,Q4191046
31967555,Q6403395
32068023,Q5270772
35493524,Q6434134
36066889,Q7602365
7768906,
32107738,
5328321,
441353,Q1291269
511228,Q874496
807258,Q1139999
2163073,Q1239556
2866444,Q700765
3178798,Q2562884
3193295,Q2710284
3323147,Q3999206
3539185,Q7823853
3986674,Q3523253
4765785,Q969265
5020541,Q2912194
5134079,Q964350
5297292,Q7328527
5852501,Q2409857
7222173,Q7028273
8399302,Q5979728
9857750,Q5102018
10202660,Q7750593
10367777,Q6362574
11419179,Q7772046
11715286,Q8028358
11964824,Q4667488
13566365,Q7740547
13664636,Q5072206
18024746,Q5732235
18688934,Q3620984
18885178,Q4686658
19246781,Q5887744
19388734,Q7573506
19558903,Q5183230
21699468,Q3929377
21727587,Q7760418
21869986,Q6123392
21875594,Q15052392
24740489,Q3716855
24786448,Q3552103
25632517,Q6691956
26082844,Q5304130
28492727,Q3506104
28837893,Q891843
31279536,Q3707082
31397954,Q7425714
31631735,Q278533
31716374,Q6684022
32791398,Q370618
35340198,Q7683704
9857757,
31672644,
992419,Q1479868
1389264,Q1637139
2035081,Q1254472
2111519,Q5872111
2118149,Q1163010
2313660,Q1454799
2505688,Q2361984
2572919,Q786562
2793166,Q1294901
3193176,Q1171276
3254543,Q5038302
4170157,Q3512445
4331461,Q7776899
5230175,Q4802581
5273926,Q381893
5596760,Q7752975
5787450,Q12126288
5984146,Q2893048
7690015,Q4525998
8119617,Q7769259
8927353,Q532112
10202645,Q1193731
10271604,Q1888621
12417140,Q7771647
13375486,Q16251798
14886806,Q1546765
18785953,Q5917833
18794200,Q1321684
19237560,Q1430336
21148678,Q3554147
21380628,Q218496
22674979,Q1188348
23737741,Q3324417
24873475,Q4662824
26735859,Q3331250
26747686,Q4778223
27087967,Q8068310
27643232,Q7968419
27700861,Q1197738
28172227,Q4788360
29007186,Q730888
30987721,Q5141326
31155611,Q7709673
31635274,Q3835760
34337962,Q7457103
34611534,Q1632760
34742495,Q7729699
34783901,Q283250
21747675,
29173439,
844335,Q1476266
844337,Q3492679
957792,Q1051315
1188061,Q893925
1237394,Q264901
1747266,Q1953523
3166845,Q5417467
3256132,Q3110701
3653877,Q2250323
3952475,Q4388328
4515932,Q764897
4570541,Q5216005
5496726,Q648032
5659697,Q5127799
5696805,Q5224087
6654331,Q3419756
7448483,Q745704
8026532,Q5515294
8367334,Q3270132
10637370,Q5313398
11143161,Q7292998
11201995,Q5244890
11257389,Q5350230
11749807,Q1547621
13181068,Q6345623
17918821,Q4661025
18076983,Q1716835
20581095,Q6746218
20693306,Q2793278
21027226,Q4881302
22965306,Q7744646
23754125,Q1989067
25146239,Q7190885
25737142,Q1165208
26446806,Q1214078
27178030,Q646400
28185014,Q7258361
28558349,Q3503180
30208791,Q4884655
31081310,Q7712588
31174838,Q5092063
31322568,Q2654897
31703341,Q2113655
32631472,Q7152308
34258802,Q2579426
34353005,Q5044088
34517698,Q161915
35729649,Q497262
23047988,
497870,Q3986580
987468,Q5197803
1239400,Q192403
1795280,Q15982471
2223709,Q451558
2245886,Q685163
2282187,Q1534001
2372958,Q5122546
2387927,Q1410288
3081811,Q1653396
4400865,Q7722253
5501627,Q1662410
6722354,Q7763145
11235553,Q3427485
12049835,Q6315734
12403535,Q1442563
13263851,Q7258340
13706500,Q1882370
13951439,Q3625848
15777202,Q7249207
18066692,Q266766
18417599,Q7746973
20492976,Q7078794
21287122,Q549859
21411349,Q7716027
22643922,Q2084117
22833569,Q7919599
23679315,Q5176122
23720284,Q4193220
23922925,Q7631574
24642489,Q7578831
25183229,Q3125535
26131380,Q6471742
26277570,Q6202864
26378027,Q5918716
26653768,Q6382821
28387614,Q7733988
28414080,Q300341
29503322,Q5068934
32036291,Q7141593
33240946,Q3137760
33577424,Q549908
33767085,Q51732
34541294,Q5091725
34774628,Q3400625
34938966,Q7130903
35571614,Q7336081
35911430,Q7997246
36275002,Q3986473
21703228,
32632423,
28424096,
103026,Q193577
171522,Q2264347
172577,Q1354617
574909,Q2346766
1064537,Q612035
1446852,Q1535570
3653205,Q12101917
4429283,Q1888547
5638447,Q2052860
6041144,Q7745939
6457520,Q3278926
7455727,Q7430794
8020399,Q1323419
8235569,Q4907837
12576364,Q7796926
13817550,Q4804885
14743483,Q7740494
15332396,Q324557
17256856,Q3990078
17786157,Q6896815
18056742,Q4266474
18188881,Q3508096
18536488,Q2441689
18697410,Q4821717
19737523,Q7759082
23224820,Q4657066
23688847,Q1761957
23848452,Q20001773
24014971,Q3990867
24445186,Q379296
26913056,Q7637359
27397030,Q17113170
28091468,Q5457160
28379524,Q6124419
29176095,Q2826656
29759095,Q7753454
31323133,Q7310061
31361599,Q3472831
31941863,Q733000
32182007,Q7736667
32856520,Q12126506
33477623,Q331971
34246658,Q758591
35013703,Q2883206
35037092,Q3548719
35672322,Q5918757
35742073,Q1492988
10056467,
22644199,
76366,Q190086
277667,Q219424
952902,Q1068689
1052246,Q769347
1109017,Q767502
1586717,Q2451402
1834754,
2673183,Q1740809
3834816,Q7846410
8267758,Q5222504
8470728,Q4684032
8675614,Q1820145
8967683,Q4276016
9911910,Q9032207
10484958,Q3209108
10956794,Q6689969
12160975,Q12106947
12161003,Q5665762
12976345,Q3988698
15088105,Q6494447
15656336,Q1170819
16725177,Q1537088
17371197,Q3538308
18189518,Q4634411
18600705,Q4801321
18622071,Q3110141
19268769,Q12125163
21094282,Q6085884
21425985,Q447154
22645063,Q5244257
23289827,Q239668
24477311,Q5319089
26284674,Q2604415
26903632,Q535316
27015463,Q1082977
27261334,Q1209161
28353302,Q4690131
28617466,Q126135
29832366,Q4635723
30212893,Q4901828
31156591,Q7426185
31752140,Q10966636
32643768,Q11049650
34313572,Q2455319
35135550,Q6313454
35669921,Q4183839
35807179,Q6420233
35859781,Q3793846
14517592,
23521455,
187616,Q503033
347000,Q546900
1405797,Q2164458
1957500,Q542918
2810158,Q1129308
2955883,Q112635
3597588,Q3664338
3619421,Q8025671
4780047,Q7020979
4977303,Q7939582
5497055,Q3894815
7528620,Q6290264
9377241,Q325643
9678000,Q7448847
9741866,Q7617069
9911908,Q9032204
10320053,Q6343630
11695691,Q7743471
13680226,Q5880523
14145137,Q1516431
14829728,Q4740042
14836925,Q5350165
14871143,Q3283781
14973616,Q3783864
16167999,Q3536105
16753523,Q7759165
18482025,Q13000859
19549905,Q11761993
20452868,Q4812586
20914663,Q6081410
23555843,Q1965325
23845111,Q7559544
24096515,Q928669
24157006,Q6982607
25339011,Q3337531
27814939,Q7734621
28149296,Q1431184
28379491,Q7744563
30861585,Q5936495
31091026,Q7770125
31413100,Q4878959
31465007,Q6360999
31763333,Q7973044
31997881,Q7747737
32678270,Q3505061
33252039,Q6676043
33391353,Q3501322
35493860,Q7747621
22645191,
778884,Q571583
890407,Q740143
1620174,Q1357642
1802864,Q4672720
1964896,Q1467897
3347721,Q3008506
3673758,Q1216985
4577264,Q2620593
4851294,Q6798475
5821603,Q2665450
6673617,Q10381421
6849370,Q182244
7941624,Q2282061
9035550,Q1551578
10815416,Q7144198
11120431,Q785333
12278912,Q1057537
12326404,Q6735654
12529877,Q93747
12593445,Q3311310
13580540,Q5350458
13757894,Q3337483
16168028,Q3424424
22215882,Q304599
23515670,Q6392306
23691209,Q7578832
24963370,Q7078797
25839955,Q2089336
25922706,Q5464050
26362437,Q3236155
26391984,Q3824842
26931217,Q1164740
28199697,Q5223272
28272795,Q232161
28492679,Q6981421
28687847,Q5177696
28865180,Q7395682
29016721,Q7492443
30455353,Q16250575
31026269,Q7862391
31029257,Q8076347
31157150,Q7653908
31333065,Q7045119
31848017,Q7757986
32862650,Q7581550
32985148,Q3473364
34636441,Q1232098
34748230,Q3062954
35978329,Q7764433
20575233,
20378797,
1246210,
18627183,
187010,Q4341553
1172977,Q572736
1557143,Q3853754
2236324,Q118713
2252617,Q7845731
3019938,Q1570145
3683908,Q773072
3831894,Q644900
4034523,Q3797458
6201873,Q4378029
6270685,Q1640008
6570956,Q7504336
6868951,Q5308029
7237349,Q4832499
7351154,Q5512042
8419685,Q7752396
8423760,Q535253
8920492,Q2026238
8954505,Q4826207
9317122,Q1321503
9855336,Q7759599
11140557,Q6961955
11924808,Q2339315
14126881,Q3840521
14232186,Q3208693
15381741,Q7043984
15416641,Q16251623
17792486,Q7912056
17816459,Q1249706
22361055,Q3988318
24643593,Q3128065
24882636,Q16964394
25510256,Q4815863
28898826,Q7899182
29056807,Q3070881
31156217,
31317016,Q5267346
31322403,Q5876416
31497672,Q7408168
31549687,Q15072364
32160113,Q7526153
33459447,Q6670231
34974233,Q885033
35333489,Q7395753
35459240,Q5350248
35798234,Q7683622
26452149,
10619858,
23666653,
23597107,
12772332,
193854,Q1809616
1180124,Q847276
1602289,Q754736
2411065,Q2719291
2542108,Q3283009
3404012,Q3847942
3918828,Q339693
5736981,Q4072742
6237571,Q2982261
6641561,Q7743138
7691695,Q12129127
8640081,Q2159546
9013552,Q7802184
