control_data,treated_data
276845,114272
296896,289415
436829,375622
137136,8710
216766,230833
418027,388785
220272,155129
118823,5822
163151,22838
100836,120612
294421,49539
358185,514149
29175,971
208634,45541
85620,73084
60479,31604
35951,7882
493537,11658
274165,60324
302701,5328
230566,55956
212536,47499
264579,58082
200373,1102
429982,29671
262386,53113
148474,3480
161512,51797
195682,71657
43586,72931
328157,427440
227387,134879
496226,461750
378958,266157
176717,50090
178122,147072
493629,475387
238865,45171
456185,459180
132821,122316
186427,68209
405853,70518
62172,63711
221241,56091
287891,93715
233124,21372
87616,3714
265071,200157
400974,336057
512463,226911
36508,248423
227778,19794
315041,80044
521441,501435
258303,115199
232788,11250
312511,36085
169725,85187
17909,228145
360385,171077
358954,201894
297328,38655
523207,28001
149474,34280
213119,9717
268694,160070
52590,73080
363742,20345
134128,92321
210092,158267
132764,76654
339739,152071
368168,334092
31040,146286
172885,88982
208638,57636
376059,360315
293408,152814
447267,219126
305463,39547
263730,123481
508757,190852
268538,84443
179139,151781
226848,55484
296760,159058
122277,105394
96167,26145
396673,232053
59557,65949
308651,346784
401459,459187
119920,90410
168777,12377
98985,49983
318277,284480
89925,23463
173562,55393
351997,58515
404335,424377
397452,116168
308261,186653
101208,124377
107503,177782
246903,276358
364412,493705
358179,379859
344242,66488
211630,155158
327687,21100
412406,183294
35712,13937
100840,34746
500796,146274
18590,16208
181834,59781
241464,195934
320304,157669
432137,288445
231789,107068
160000,182277
330812,33754
480592,489390
394430,297842
383682,244978
106043,171243
490666,461211
483802,490855
212575,32745
378974,47898
439460,146883
97898,352374
501977,521513
470354,19766
389092,276153
498780,237733
226522,8627
121522,2023
218493,90714
213083,47831
306009,38820
96126,5286
94481,33892
113374,91019
100198,3333
49101,70724
18575,16219
224294,135101
442655,101623
94188,29883
328551,140843
182228,27008
19883,17432
140744,32614
528570,503201
331764,388353
205566,40292
310801,324967
251993,247474
278794,77864
394355,15060
194615,8387
20966,248429
240898,153562
69529,62055
162313,42573
65482,301144
418870,17767
144022,82077
487977,428976
97830,25851
140942,73673
151312,34525
52595,42096
127459,127322
132779,4509
332079,98775
223677,5650
368508,447128
312011,149238
170063,119653
139012,69464
189850,16896
275861,182611
200758,58903
208646,32211
128889,221486
414569,391944
494224,485319
211358,194284
268513,20813
197380,78391
332514,492506
263251,3657
271186,91094
343802,304448
471474,17032
277758,78954
51957,29700
63092,70932
76275,220327
60163,60445
216612,348274
228176,70502
368013,21558
64846,21678
297069,287656
403005,111190
240461,6901
112928,109078
389770,292268
265154,244946
310741,2068
407040,185199
182446,159542
250847,72366
130910,22402
422921,324954
495221,412273
306861,7574
381584,276111
49105,1474
88135,27341
376477,81766
163143,42359
369935,196135
304176,328642
94450,91197
195846,445704
196717,37241
273519,55237
88956,122932
242276,121258
363815,5039
418685,10526
408477,36638
281366,33058
452689,372623
413858,108547
454983,454397
241467,154458
198381,21655
227317,72982
442686,195969
379953,167431
209908,132351
206913,71818
96370,5028
168562,29243
249647,235660
165556,54753
320674,23749
309018,66738
249217,83859
249833,44198
101231,108577
158449,105580
318081,117291
144650,52412
180546,138313
48564,98574
106987,28173
312778,173504
383798,219220
282898,168388
438584,204822
100328,235514
349863,23066
253425,53285
218827,148227
263447,134338
438997,77095
211617,54815
82607,7143
49855,22434
60062,50808
173561,14632
409887,197992
245992,230680
131953,92818
337463,19709
218704,163446
197023,312040
192459,10602
204660,31627
489601,413962
31023,16106
219922,238321
97430,47556
100633,25034
453874,330499
282936,171258
181967,96712
142086,132331
229125,9172
209527,9384
409861,457016
213043,86770
198259,71733
89785,10785
184876,6385
359122,119708
313682,27654
117487,13684
380122,380640
389954,281810
452235,410978
536843,79164
206417,70916
312116,54109
263680,176495
331812,395241
227744,119488
374211,372645
445395,278603
122444,63573
44173,263782
418409,7654
167819,1295
408320,18182
259323,99028
284138,27718
146502,80179
433985,13996
320701,259132
113561,58041
194813,54819
282900,235683
113563,70919
197357,59456
330365,77899
442939,295289
116205,145297
120903,90438
38508,5723
146140,444354
1860,39408
247616,42644
535271,500546
267019,220195
60031,41375
285800,35279
312842,80765
405476,387084
219877,238281
295833,395641
178492,301987
272024,168647
148068,384141
455038,372791
115108,67692
367086,26541
260196,6698
220556,76903
400265,261972
216247,2510
156961,75
203821,41905
502147,203479
18409,9867
192197,211732
386803,398728
11091,11048
339338,14225
164627,180090
175167,181512
448695,24495
145188,130374
304951,73170
271844,56971
390734,299788
465125,458753
231637,28849
482470,197921
387881,227068
274605,191609
351225,270661
189032,105125
213125,183603
237267,128257
158825,149599
145988,91180
303087,226901
301706,90154
182809,54979
137187,152062
307586,460209
457555,48486
286578,246368
48341,19818
214359,67359
180154,259509
184263,43929
83164,2336
332215,77886
196162,51814
351897,194314
404121,310328
136666,31075
286615,74004
142251,6224
433946,14501
131286,19333
24454,43983
436434,17294
270503,26338
515674,30641
126527,59394
313516,36439
22212,2154
465076,466515
206888,82796
369324,344091
63668,11469
296164,47293
464938,54065
484953,462685
97064,50402
355388,77897
292990,24732
318346,185779
521048,501440
135821,157586
98613,123162
233016,74355
167761,45103
380926,402879
498194,496994
463540,94629
256307,15204
290351,155836
203722,93657
520864,510371
311138,37732
429575,241354
113372,229447
156349,136720
131504,3704
297757,103736
301460,87199
94441,152588
160906,12393
182755,180275
367116,108689
194031,25199
326426,139443
411548,372768
523282,448854
516593,468700
266529,44236
271689,2240
331633,8058
162234,32725
141330,46322
225474,294975
120936,114335
313847,295693
418690,10496
261132,129834
166643,85253
290614,154502
365086,384547
484238,443626
429572,326103
303064,378436
46310,50750
279379,4960
286533,4876
274460,26639
462396,389131
292429,154765
530370,81808
60025,41373
241940,174683
358162,420152
117016,107768
290009,229576
179723,247890
61341,173157
386177,167416
509268,410942
185124,83537
60053,70374
76349,53243
175649,264642
275148,29268
299171,325397
410614,371506
115960,300663
302444,114271
91817,22145
16416,98703
129799,37469
42785,60927
387893,36394
348309,166315
122429,70917
465146,129911
175539,317091
76692,41689
320670,23791
407199,424323
194404,48330
210085,288943
427553,12103
439354,277470
106079,108349
218679,163416
250318,89666
284502,132587
531034,288446
247633,18035
224461,16690
299104,109676
142592,24639
211040,19347
110017,5857
380539,336097
42777,4419
190987,111782
274601,87142
471482,17113
145965,49288
235029,50146
197807,78806
195332,20783
116930,65875
349310,499488
259003,201521
285280,19860
383287,15512
35914,34234
214338,135477
359546,8577
10689,14748
247054,298760
330823,239534
232249,40290
315705,127839
485629,410995
317997,2639
510717,463202
503634,47038
142946,102613
338617,133579
325908,265469
106059,108366
256253,60982
199407,214297
300099,155566
130012,25013
349592,167359
526325,427388
128983,171086
175703,50109
151323,66636
311412,185204
470111,87907
101252,58020
149364,63591
439135,279879
316559,15107
142878,792
193927,43506
171050,162246
94246,29894
294723,3060
524083,498529
181838,24385
186815,73048
219231,53112
113291,102287
289158,95490
446795,404422
40991,117385
342260,29984
256188,19401
518876,312059
449114,26980
48565,6021
256757,24247
61370,22087
455008,372767
159910,40483
371060,123494
92569,93085
218570,53753
305484,52722
163234,129942
126841,65866
52036,39314
75408,35240
160125,2326
181823,8023
142236,6936
329607,25400
167768,152179
150036,26440
488041,345044
306212,23074
186985,56439
292746,40510
280904,129914
227845,3650
99598,45357
70224,516843
193289,19409
190039,244290
258190,190739
276265,252307
463528,147883
303690,148347
134668,17364
410123,411244
470228,51069
114556,8495
56245,55917
240829,309374
52033,45967
230305,83622
451272,375527
431359,113200
49100,9697
201629,204249
128927,112197
207608,38412
172512,17074
243773,13426
182418,34196
431354,113206
100426,19858
20981,629
309707,333
310728,140709
432256,207847
411944,374704
495895,399442
223928,51853
429676,406135
209203,167167
464004,96857
88110,87125
177251,94619
215412,104990
85913,91836
116660,83705
512911,374679
170630,16319
508007,506223
372531,340562
220524,1072
220279,219688
173951,7035
450430,358605
107445,172304
333301,214849
474681,269991
438087,73414
385061,16496
136802,58050
140422,17157
283461,261227
117523,116890
480607,29645
405101,232016
499245,486873
312015,341499
341400,345855
328686,317075
468298,71288
240936,37536
200215,155179
514169,425517
122460,143681
188646,39534
29874,14129
60151,207500
217546,67984
129996,39003
359644,125621
373490,77881
384688,291277
114380,20780
29612,5619
95479,170878
145934,91188
159928,114996
140959,33738
536012,8822
394721,347205
260156,302312
35769,24758
282935,127572
384726,44640
293989,17938
358155,518772
100672,48640
207233,193090
13093,12505
499285,458490
140718,6672
356465,254128
133988,38760
504356,12796
178034,10077
177438,10955
45525,128673
173569,23036
67656,56129
163365,2315
290792,40066
312555,53328
101889,25010
100566,6900
144471,45690
194124,53766
211946,3611
385990,9872
22175,30624
316924,249033
216658,433001
4385,162732
231373,13316
346102,62979
122418,52260
481082,100358
84251,5830
373626,146304
405839,15486
79734,162
18349,75212
25356,25093
418724,261225
455049,454379
531345,445442
251865,270408
438824,282542
153269,59327
238786,68345
145899,19405
317136,9507
241531,190207
275532,11813
415612,19782
382762,25116
303479,119966
190616,315898
501786,526704
60484,63473
498698,35559
179575,23831
127174,25059
325880,307959
395095,374452
232331,45583
474845,454101
170102,55209
142542,58055
187597,46538
308065,199898
246015,204571
493519,11648
80665,534956
429927,380818
36262,6061
243817,17994
64392,180121
262006,139478
107658,139929
131985,109246
197050,446376
209905,33828
174578,37467
222896,127588
478723,492821
130791,19277
185089,98497
526358,6690
251066,7008
183838,120614
241284,4447
238563,16355
188806,6209
433691,16342
450684,44428
297372,199873
320032,558
440637,448450
163301,2359
182739,19393
455052,425713
144767,95096
141194,73018
116979,135433
536364,522707
315559,4015
211648,54752
275344,6769
371883,178807
329055,273320
108958,261946
383687,255072
268942,170941
150635,174670
256085,211281
54930,37540
343127,5409
161976,7157
238027,276620
203058,146032
242709,52796
494900,455945
229209,54406
446751,456908
186491,276606
510987,490907
244179,248618
407539,84307
497615,472515
521052,526745
63920,158918
184467,61135
112978,1385
427197,81867
150853,66073
270567,178812
286618,8694
192209,35557
380463,254624
335559,208593
110836,17292
60050,50802
263213,23585
390092,240324
491840,35091
218702,155110
227796,54099
67669,46324
331810,44430
192175,244944
406317,364805
76496,25509
426977,104350
324795,141613
11023,11081
320285,224816
260117,49360
299190,277506
209142,191242
515578,345007
183052,9262
121841,10563
465037,203500
355305,135232
161502,20432
163482,56784
237611,18270
415022,76534
181068,130269
131561,20510
127706,77566
182844,61176
425746,16192
192239,39879
96989,49130
60113,13193
318281,287612
198071,67364
336222,155673
278791,77867
166162,39775
332119,57027
260452,53379
55514,44087
451534,17482
380511,351931
284366,134743
445310,49930
297390,85848
511014,454526
422546,159687
19123,46287
489612,512169
163586,61055
534310,515132
340504,13771
78627,45360
69246,57695
291591,7922
429079,425611
259583,32756
324317,51948
255989,19435
339855,6128
36165,14609
403897,416560
363049,87957
385282,169812
184884,38121
379969,320399
270480,41770
419723,299722
309566,13043
153041,180900
431582,196120
285638,112109
141300,121172
164630,403751
308392,374149
395089,81855
211147,51947
437916,114232
483765,408134
81099,127971
353583,160318
105356,66721
124195,11746
285632,153392
165456,7788
355786,926
303373,47406
214341,150223
369914,398754
227265,63749
94444,3253
376384,355600
313200,253231
352059,52690
338185,133845
430174,48666
451020,372702
16447,151979
112590,27504
166506,99452
98140,25522
87101,419145
249658,2320
12067,34716
348086,363913
413717,80724
164614,12531
375479,287964
105997,135303
52916,7028
219400,169783
340031,278252
188859,15966
243118,151824
352242,220209
222404,247748
213073,9700
508965,494277
352798,234427
100967,5880
107472,177754
393802,5041
359490,34524
179868,103519
68663,35856
192230,24704
332546,382087
529899,517483
275864,91614
100430,419100
384685,8532
306893,395143
399789,63174
205143,39549
64949,21652
88967,1511
346932,13612
448931,6443
254840,123953
134142,135338
394017,423908
191341,4018
114478,90415
244766,21957
286493,229803
28970,12654
429069,426076
172898,23880
54500,144992
271107,55503
268448,23000
313087,129298
283402,7896
343061,127074
434800,11919
303090,458000
524161,330195
395396,265358
125541,32363
313726,118294
295792,78808
377176,268296
303314,9887
492482,113136
49375,41531
164623,34604
376540,200542
99588,17369
128459,19814
453965,30083
363545,194151
287227,85636
10644,12671
48553,22067
223328,42362
270777,60421
152435,115642
178351,129569
370186,366825
361686,376923
210263,110854
414057,55396
415791,378406
248769,32052
101492,131418
455027,484127
285878,28563
416465,434724
108100,77618
226819,18213
497480,143936
245756,234430
343797,167435
126920,17705
253327,17722
380062,337880
76483,80416
216170,30030
499984,342489
100675,13853
60201,29710
269062,162755
76244,47596
212272,44564
18972,14143
78675,111928
105946,71072
206823,33998
75521,149618
133740,67144
246029,204579
502135,398321
360973,214045
339339,159314
191338,3049
296414,76602
56350,53300
188053,9896
414055,54518
315710,10202
60138,36312
213108,4246
494130,504749
212522,69413
326007,189905
461856,1729
259548,29460
269623,125615
243099,173087
339648,38003
367687,343224
440666,443663
125472,6423
501551,53061
56272,3028
64834,64926
433529,15370
259543,29466
368466,379556
201795,260517
306941,254114
150661,19462
180534,4159
375202,504761
413178,393522
184596,358569
208206,194337
303466,103544
320552,279847
33813,317666
276333,236925
320546,171199
145913,130608
294748,3391
263031,1636
209512,1940
253746,3291
182905,266104
140989,33661
176346,130396
299380,57654
116730,35431
163558,6605
116108,7569
270493,12635
289358,112037
114555,180060
239411,107621
106018,155567
88063,35418
94420,3499
94454,297152
376717,60883
303060,393461
343139,322394
266581,56510
368487,379628
220675,32923
168978,47328
297373,268262
518525,147993
184251,1991
215419,27855
205850,7682
252108,35858
400355,451135
194574,57308
140288,16594
291677,25227
178027,7085
252607,82753
341123,34730
210699,58230
463104,411158
99585,60857
171480,35093
286620,180880
113611,62511
288342,17243
39104,21064
83160,5147
44128,138779
151438,29437
153078,142501
531098,416626
22208,32723
403317,140682
145778,95212
232787,11249
294312,77846
204887,68149
325189,151045
415641,43855
314076,174836
492028,413964
18579,16348
31657,8629
508161,203497
457120,249320
423196,29004
163205,114306
225712,22364
291702,3541
377659,373854
477539,463705
233643,115694
519177,436285
431156,232097
202523,23297
402437,41612
457866,24462
182729,19433
148454,39938
451022,437665
325005,39435
230529,96567
104567,22106
60094,6621
318279,224643
229059,12961
320320,209970
323184,65371
31031,9641
226853,213180
33787,8307
155086,189114
497146,503906
412367,50810
101167,98586
308075,39782
437450,29680
81507,82644
96171,92691
163508,21631
418599,172725
205239,3824
164064,177863
60027,41370
52608,34767
108542,28864
265191,25718
134434,43336
158810,23657
115600,375
144577,62091
464114,7636
362465,101763
14288,59398
339142,273407
78521,51220
31042,44838
433677,16343
164129,32248
214691,36937
294831,88478
458943,174649
33812,10541
106695,62223
18297,100853
251472,61875
8133,22376
251240,49474
135638,46986
494475,458506
306557,344057
261934,50582
163125,42349
200211,146770
228677,87837
363498,111193
215283,48718
224952,154573
295130,158101
50352,4508
121863,64017
340138,270123
523482,506451
509818,5559
139020,4585
78616,19161
411437,200163
197804,25468
352075,154541
469604,381208
420872,30212
191353,19064
226850,52989
412977,73638
186740,69308
421649,129288
34713,30782
107261,63492
190387,112468
180449,144857
271793,157419
296219,261212
299252,111164
468989,435407
76241,19971
512998,19024
205843,50973
161500,171529
410067,507558
310502,69335
477357,366722
200769,91208
35757,19275
232916,12761
490101,392870
432241,207811
299187,91679
52030,2160
476522,267826
163580,352758
339557,351983
311528,3127
422316,197994
138145,16762
127481,7168
276227,31372
212271,396
297393,270874
100816,57633
380142,14719
319528,9860
401394,91979
108543,93813
36519,20133
192698,104960
424987,67875
510342,5447
131641,63314
185999,92038
226117,58052
404968,64832
105987,108390
290810,133617
240047,72049
462320,315880
228534,12148
293460,6435
528643,528896
415409,347862
429102,279878
271523,41288
385878,14896
523444,500950
266758,106976
429886,121327
422305,44032
117465,5476
302795,227232
323312,115653
262872,25711
309459,378390
171462,327674
172240,295696
531018,269772
118915,109906
537334,113181
201810,39536
494530,336361
206227,153998
119916,317523
270563,178779
168577,25857
254776,286870
339124,58300
392126,261372
117485,4357
132014,77750
5066,358589
164852,149344
413038,319693
214729,142818
346460,90882
469870,403586
52008,2238
320678,23742
257062,79036
250150,483999
158824,27235
392683,47572
211636,69857
147431,105131
291403,391477
137441,30217
208331,88884
213324,133916
455771,24781
295844,44421
1854,212916
311524,254072
303977,63576
98109,86430
201329,42191
216384,1879
306794,139463
152245,13075
226131,93250
315935,42213
332184,279146
123007,116259
240430,92030
159894,40519
325571,390107
142940,80281
290377,7211
110144,40589
281056,138044
446445,370
355506,102554
48558,5769
353896,167398
78595,140835
139541,491406
217480,40520
81591,267204
456243,138281
211089,127731
251156,119629
174500,87872
237434,33904
351593,239576
152248,57645
216326,163674
528112,24343
534659,534054
92571,8787
158137,1714
310861,52411
61301,124690
439039,239345
263406,119985
248695,52213
191454,72784
473020,885
510486,503703
156793,89281
368447,411183
190525,72698
172894,68676
369280,274243
163084,123696
116747,276676
376521,65510
178139,157693
97833,22132
101503,16789
132098,63729
282911,151049
458949,481937
238030,276625
315616,50649
264956,197827
355400,267287
418304,315894
411942,330473
248147,14450
223718,15809
114416,68228
291894,3605
162314,40070
517284,455638
190477,165783
267078,255173
389099,101545
390757,514145
263254,8421
159846,40531
325174,211734
341741,176407
182089,90085
467633,134099
32858,281812
200771,27764
142118,27716
128860,2256
312523,55380
511614,10868
177440,99732
190036,14173
112415,58110
236936,66699
76742,141652
145203,193188
233640,282567
386293,390953
400258,197296
142539,58109
371893,178777
284591,123672
219959,208894
216390,20570
18331,261459
174582,41540
20918,265766
109363,175489
116726,35420
383644,224856
162867,85642
18299,1625
155050,111985
179834,14035
40608,10859
306851,7565
408377,90350
283827,70443
445153,387106
498174,459895
369297,111136
508005,492119
136777,99047
489631,455744
210694,34986
193808,66773
232354,27559
302730,260072
353137,122836
184113,66840
226125,93406
227756,13601
351088,342452
393866,358
65775,26179
148094,107866
151037,16019
192686,245839
67439,172821
118874,6980
136078,3021
216644,60
484957,466465
281368,33059
408418,444907
331828,81794
94456,30570
325769,125421
369991,208241
487569,334073
153729,29545
508250,528271
377025,59780
227469,119694
399193,196116
64139,107868
179697,1224
399086,6095
275647,191526
283968,63238
442701,103964
518137,118490
516151,521412
498177,459896
69288,17603
313132,391465
214475,46200
89184,5879
136345,43685
172870,23930
107255,4723
246881,405982
294663,8547
410071,436295
273753,244718
306127,85710
213121,9721
304954,73775
153037,161216
310175,316113
259036,318768
354175,316102
322189,208507
137536,103905
308572,1665
1845,131405
219405,192711
120869,58461
322017,145583
464797,232072
205241,3820
436986,455941
167459,38330
321187,38171
331936,21273
427202,269818
111849,33218
377117,372581
268340,66639
330112,183098
369002,412291
247676,102
401412,451947
271683,103911
359123,119700
427090,462518
244185,246239
378612,391333
299258,133803
455352,482760
512907,522917
247166,46201
515624,526701
94373,3419
378930,236365
275542,4694
457821,3784
101216,51179
391047,28160
88118,97092
152561,6521
253573,176950
182749,19337
248825,39693
266124,226869
501282,522747
287903,9577
261470,130537
452401,388540
87759,5480
161964,2239
323306,115732
277275,22456
151336,8517
228291,33171
314202,325797
180503,6786
180489,6888
437489,44910
62491,17788
427130,459957
474871,370523
186741,42129
360271,113403
103439,78375
23563,270402
178546,48110
193218,20303
299232,360181
71957,51762
105999,238364
263734,158323
42776,8740
18320,75230
431852,109706
256001,104958
170628,96628
40596,7389
182977,235998
130923,144716
438327,405288
409885,455947
30868,266114
306378,34245
48342,67755
427194,457474
368480,379616
331725,101642
223308,85551
516090,505673
48595,91963
88834,2869
189663,218668
76489,9392
191645,16489
414523,448147
368500,80722
535055,226913
473016,90862
145200,174073
40578,33921
151034,16018
123153,66744
151410,41380
310754,3440
303222,47672
182502,34223
202098,87498
158941,306
203720,86235
401463,411159
115080,107804
135004,73053
455007,501251
306892,232079
183418,39527
65705,4553
265087,200137
184799,17641
293243,12143
206460,95106
369207,103164
170223,6660
18895,171084
146152,167299
440624,495953
314036,8514
252458,10553
296722,33246
132955,10277
271109,32869
431365,374693
119866,317733
529146,24844
185694,134092
291155,204827
148938,27331
176976,278959
140182,22722
482102,43465
299686,14276
156722,6705
408536,14384
389589,364060
164615,51283
250855,172727
213703,7148
328827,318390
51996,56512
33820,6381
217736,255178
357183,17460
447965,302888
35763,32463
49381,41462
186868,51725
214730,66213
220657,95248
497769,459593
221236,37800
117992,87280
246497,35251
360966,12371
429077,203475
101941,109877
192267,296
315296,2832
160062,91570
286959,241372
216653,39399
92152,27490
145991,49233
502847,185380
248771,32049
530750,330202
437514,5533
256143,31104
368497,488832
387599,6290
277437,173100
281152,33969
48550,22070
94404,1898
152267,35792
250559,14459
471990,485318
315180,161266
200586,35425
283862,47916
431541,428212
145939,3565
380277,17713
74538,50775
96367,524
360283,21897
482451,251411
201476,10269
267135,43546
204659,31603
373199,113793
220572,148642
136807,78805
450282,108619
188211,157173
227762,20696
209533,9400
137509,63801
244809,265745
312023,343304
161414,67360
116748,98055
186401,9174
402221,94153
265121,304446
159892,117307
239958,8573
415824,373878
524001,534778
73555,8173
236418,38845
84242,69429
243081,218475
300118,135092
260929,32600
363454,416271
107246,44021
234292,19822
281494,67051
140264,18269
332900,43048
11522,11510
259465,92516
60078,53716
11714,11680
298598,37032
374201,373848
222559,108607
98602,26232
20161,2887
224947,69879
125725,70367
317294,134346
99105,148868
169281,17883
65486,166294
222401,229282
195732,193426
144603,34753
335669,190729
282895,199323
85902,20139
198903,2934
130744,122797
172908,292737
264951,34451
474473,7441
407062,378448
267787,211866
307629,45794
249869,124618
141164,63764
240743,201208
477130,93993
415279,1562
215281,124624
232254,8509
286528,1133
272029,33032
286951,241348
100179,121146
210750,69258
458983,485951
69215,106796
299459,141016
234780,157186
212713,90330
337111,390114
42765,4444
121491,11908
443969,461188
295017,121155
288991,129267
89934,21173
105262,23064
214636,133503
176925,33194
328845,4310
1784,48204
70226,26882
144951,4429
481069,25822
182190,22890
290554,125522
60204,143493
222104,47757
120927,27384
275972,124360
326381,88648
14963,24480
245736,200149
192031,6002
404042,395684
235393,154918
182811,12778
407068,400038
457078,211838
220138,340754
36838,74927
242174,4671
167456,205580
529101,488407
305174,114278
217675,3756
214343,141871
459022,385824
309960,268042
382166,13924
501093,74605
130708,24751
401439,443784
355709,249739
177869,33483
527862,444711
312470,215913
209746,23627
335667,186174
63652,125258
245733,230722
335445,218003
413809,125852
508698,458397
209547,49431
407712,48296
169247,75240
164315,1622
222352,27001
50344,76649
262130,245322
216738,85796
57970,6388
100997,30717
369953,81854
187854,157987
40992,32732
415762,236006
468492,398955
136800,73235
179380,166273
170972,18051
502154,479886
520658,500277
65762,26189
395090,371968
100662,13815
296023,8146
455828,27921
269467,460
327628,54922
242455,4801
241062,204342
241474,146192
525501,455726
452281,440868
349316,509196
486132,167653
271034,289937
195384,207185
375187,249313
88122,98528
28407,30911
79774,9986
269118,8011
203639,92772
234822,155720
161939,201729
140272,75208
434112,15767
128370,121928
129750,41346
337537,60984
101015,258148
384924,155699
18356,265978
335650,190784
120950,23044
400553,30211
179374,77916
54494,62069
95174,4209
295961,278251
333635,76530
275144,30235
351861,52065
410461,350685
232207,8051
328150,334123
192673,63376
504144,479503
233587,115684
271661,242840
306444,158039
284022,133063
179248,39846
295234,71344
327894,31389
88119,5746
144644,67265
218408,226297
509706,466160
18906,10417
107476,208219
31658,20241
273910,47579
238952,61638
260892,82898
69545,42121
312472,326699
410453,381318
398848,12133
476220,61773
56680,22779
213350,29370
19903,251843
160880,10082
240393,151834
436943,381187
398367,21070
283971,91003
158621,233271
96142,29994
151518,2630
199413,214313
108455,77089
216244,32292
226741,26662
242102,25303
232303,27491
346668,337927
312943,247787
405549,336112
223086,51534
427114,459912
214327,13608
234087,222722
492702,79305
40903,42703
300988,318251
427113,472492
358953,139859
363439,319749
293413,71750
89610,49588
186798,60248
43973,4726
186406,60367
163492,37211
208205,22547
43366,8663
231936,34621
396470,13934
148430,19389
186547,105110
51503,14728
454855,451004
176070,17246
423440,32190
266745,391261
534798,520690
144762,85124
359276,135947
263367,61804
221023,83548
153262,28451
488688,414289
464297,453847
350243,310981
11615,75382
365895,26871
497992,450968
200270,71650
216739,77859
287910,52818
65773,79882
136052,56889
444806,1254
351467,68220
192694,99745
469872,403583
230074,71644
242373,24560
59581,95249
411269,70168
422942,13762
346512,16283
382882,437426
36294,7752
440226,10506
106003,199643
232795,16544
144793,80249
428774,59906
153053,71630
190829,86886
468572,11228
479995,403562
329195,244989
341346,73144
148080,129640
360295,19468
223303,134259
338446,119991
296433,81711
441888,30310
199404,328374
246962,405975
104198,39721
147015,11973
150384,204935
163225,66748
129812,13124
168156,66771
298112,7962
130749,24782
325890,201542
14950,24409
445609,197686
425375,231457
319830,66713
190841,47245
351608,9337
97111,19685
31177,12776
214329,321550
409831,400036
455021,455698
351447,68237
67536,43498
485704,479827
241095,317153
457063,85892
176733,129135
368455,462515
142120,33837
232798,16545
287869,9513
169507,8617
351561,15533
307615,247002
363665,350107
300915,285937
153082,151140
355383,77915
131954,78827
496744,17566
193250,17291
196877,14722
240903,11960
246910,358405
346710,364569
380126,321150
101236,82411
205920,92916
198521,169757
50349,76619
492850,429651
373255,177219
106037,147063
252260,146007
333613,250761
410405,319717
494942,478487
317945,235381
173558,54620
298496,85189
87627,95947
205151,9542
20144,104173
280822,300449
148986,22867
361210,185350
59083,2780
121407,206146
166182,39766
354905,343231
82861,38055
441151,148759
423403,32121
206802,20701
211263,59648
113351,80256
248772,4600
400963,336071
451709,507057
530548,491013
10757,7429
514847,11329
222143,6989
259357,166276
351335,18680
377631,232027
178484,54807
220512,22469
142138,27730
453153,214836
510149,38834
200306,43012
146136,141077
439311,194051
512035,295661
308069,166365
74524,102804
76214,49997
446701,270438
332693,318788
74503,14220
287682,247785
360275,119942
253140,2015
215395,3573
23565,270452
72730,41890
160202,41941
140941,26297
181259,26142
527116,513432
309496,193469
216756,255102
209709,189792
175229,179532
341113,300443
497645,462700
159083,72498
162864,85645
441208,43196
445850,31974
116989,58173
289966,213221
104531,147988
502498,309280
154578,119242
184634,17444
33127,8001
168344,31357
145197,195121
130421,17367
247120,105138
131375,28440
164020,52687
83924,38601
349529,13328
228406,69826
436492,20857
359010,236044
99627,426652
498760,237685
181328,151653
309988,17497
267756,257872
127913,40471
318494,196964
219528,83132
198665,8838
166650,129283
277669,265962
143677,71747
373690,236586
330186,17630
247191,122293
101912,56200
210104,31233
154129,17887
190018,25275
293315,65206
162870,74051
444491,55072
97829,22127
457344,60976
128789,4463
243998,13638
346168,37842
435224,212906
30857,10274
65706,27948
100431,22955
217914,5947
306895,196113
403639,10566
447703,101845
167458,46916
190595,32210
125903,24763
285008,13602
350819,72348
212238,3676
258214,148169
211632,163438
356694,186671
216659,26228
347146,249016
526170,14895
167036,12110
151702,8684
306082,51313
65818,46447
378291,82113
282060,262583
388771,320398
194570,32202
145963,49283
141495,38404
231192,192331
358352,481928
309945,270824
363863,5015
447221,404195
120878,87871
18910,5707
309470,37774
171357,61788
159952,114976
194407,18036
327524,149234
463247,53537
441260,427419
136602,119748
107448,127568
265507,4082
350237,416346
291141,246357
123148,108871
381130,38157
212732,2625
126940,17723
147011,8097
370200,6944
149821,30381
165619,730
25349,10350
288185,56166
250345,119745
409279,48164
227997,12488
139993,5194
322524,218788
151103,179550
260269,276454
474847,385356
168540,26386
289380,86734
162204,230997
207435,49584
263324,8445
98223,87933
176349,235726
509002,5382
297758,63060
166489,90706
491965,514026
297126,94082
257774,429187
21237,13604
196242,2870
294832,8521
148942,22060
85915,33426
12064,34721
223744,25868
161081,47310
230156,231516
63911,97794
304177,416777
325523,4403
526498,476941
225661,74703
272035,33067
310724,270672
368576,241395
261062,201915
337488,7623
290369,257881
199354,178998
362983,437419
347217,194224
212438,63200
325639,37947
374668,271436
331772,115345
302793,88265
374222,422785
96081,142285
141352,37051
437435,29648
238962,82840
72302,1335
297786,124060
76209,4041
380469,254696
354606,277556
299180,248210
278551,186390
21051,4688
424268,422080
405093,232086
195602,6027
366248,7739
368567,92044
158461,37527
36268,59392
174156,73197
151095,429488
263107,85455
